GMT Time,Ancillary Price - DR-L - GB (£/MW/h),Month,Day,EFA Block,Volume Requirements Forecast - DR-L - GB (MW),Ancillary Volume Accepted - DR-L - GB (MW),"Day Ahead Price (EPEX, local) - GB (£/MWh)","Day Ahead Price (N2EX, local) - GB (£/MWh)",National Demand Forecast (NDF) - GB (MW),"Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)"
2023-04-22 22:00:00,12.0,4,6,6,180,145.0,106.91,108.3175,26431.375,114.725
2023-04-23 02:00:00,12.0,4,7,1,180,144.0,92.725,102.98,21029.125,99.4375
2023-04-23 06:00:00,15.0,4,7,2,180,163.0,87.075,89.07,20382.0,98.15625
2023-04-23 10:00:00,12.0,4,7,3,180,180.0,96.35,111.68,24715.0,106.15
2023-04-23 14:00:00,15.0,4,7,4,180,178.0,89.675,102.755,25021.25,87.0875
2023-04-23 18:00:00,15.0,4,7,5,180,151.0,109.4,106.8925,28198.5,116.94375
2023-04-23 22:00:00,12.0,4,7,6,180,152.0,100.35,100.6575,25367.625,103.7625
2023-04-24 02:00:00,8.0,4,1,1,180,152.0,83.75,77.7125,19964.375,97.5625
2023-04-24 06:00:00,8.0,4,1,2,180,170.0,103.875,102.54,22993.625,83.9375
2023-04-24 10:00:00,8.0,4,1,3,180,172.0,102.025,94.655,29961.125,107.0625
2023-04-24 14:00:00,8.0,4,1,4,180,166.0,84.05,79.2225,29618.625,100.03125
2023-04-24 18:00:00,14.0,4,1,5,180,155.0,118.4,111.23,32927.0,105.45
2023-04-24 22:00:00,9.0,4,1,6,180,133.0,108.225,109.525,29285.0,100.0
2023-04-25 02:00:00,9.0,4,2,1,180,151.0,86.9625,83.4875,23042.625,86.6
2023-04-25 06:00:00,12.0,4,2,2,180,180.0,107.65,104.775,25434.25,100.65
2023-04-25 10:00:00,9.0,4,2,3,180,163.0,107.275,104.0625,28843.875,104.025
2023-04-25 14:00:00,9.0,4,2,4,180,161.0,88.5,84.77,26958.75,88.05
2023-04-25 18:00:00,12.0,4,2,5,180,134.0,121.7,123.30250000000001,31866.25,112.02
2023-04-25 22:00:00,14.0,4,2,6,180,147.0,115.9375,119.5075,29483.75,107.2625
2023-04-26 02:00:00,11.0,4,3,1,180,151.0,86.95,89.1825,22854.875,83.65
2023-04-26 06:00:00,17.0,4,3,2,180,168.0,113.225,115.5825,25479.0,105.63125
2023-04-26 10:00:00,10.0,4,3,3,180,175.0,118.45,119.4675,31256.25,102.4375
2023-04-26 14:00:00,15.0,4,3,4,180,165.0,105.95,103.9975,29478.125,88.7375
2023-04-26 18:00:00,16.0,4,3,5,180,155.0,132.5975,134.205,33239.625,122.1
2023-04-26 22:00:00,8.46,4,3,6,180,148.0,115.5775,120.515,29379.75,115.8125
2023-04-27 02:00:00,9.0,4,4,1,180,172.0,90.3,86.0525,22289.75,90.4375
2023-04-27 06:00:00,8.01,4,4,2,180,136.0,109.15,107.535,24992.625,107.51875
2023-04-27 10:00:00,6.52,4,4,3,180,144.0,102.125,99.5975,30935.875,117.9
2023-04-27 14:00:00,8.46,4,4,4,180,151.0,83.3625,82.6525,30202.5,101.45625
2023-04-27 18:00:00,7.49,4,4,5,180,150.0,110.125,109.2925,32559.875,131.5625
2023-04-27 22:00:00,13.0,4,4,6,180,184.0,98.575,96.3125,28001.25,117.0875
2023-04-28 02:00:00,13.0,4,5,1,180,188.0,81.125,80.1825,21126.25,84.1
2023-04-28 06:00:00,11.55,4,5,2,180,190.0,98.0125,99.305,24243.125,107.375
2023-04-28 10:00:00,12.0,4,5,3,180,186.0,95.1625,99.8725,30570.125,89.9375
2023-04-28 14:00:00,15.0,4,5,4,180,186.0,83.5125,81.30250000000001,27945.625,82.43625
2023-04-28 18:00:00,12.25,4,5,5,180,186.0,102.1425,103.0575,29794.625,105.55
2023-04-28 22:00:00,9.63,4,5,6,180,172.0,102.63,103.9,27751.875,96.625
2023-04-29 02:00:00,8.0,4,6,1,180,184.0,88.625,89.07,21395.25,77.75
2023-04-29 06:00:00,8.0,4,6,2,180,184.0,97.375,97.265,21398.0,95.88125
2023-04-29 10:00:00,8.0,4,6,3,180,178.0,101.5,104.1,24961.125,111.575
2023-04-29 14:00:00,12.0,4,6,4,180,180.0,83.1,82.2775,22581.125,86.9875
2023-04-29 18:00:00,9.0,4,6,5,180,180.0,108.9,103.9625,26519.5,106.65625
2023-04-29 22:00:00,8.0,4,6,6,180,181.0,102.0125,102.185,25543.875,111.4875
2023-04-30 02:00:00,6.0,4,7,1,180,186.0,90.125,88.44,20212.875,99.625
2023-04-30 06:00:00,10.0,4,7,2,180,185.0,83.675,83.925,19286.75,102.0125
2023-04-30 10:00:00,8.0,4,7,3,180,180.0,88.525,82.475,22562.125,107.725
2023-04-30 14:00:00,10.0,4,7,4,180,162.0,81.4,87.76,23465.125,90.175
2023-04-30 18:00:00,9.0,4,7,5,180,162.0,105.1,101.6625,27149.125,99.6525
2023-04-30 22:00:00,12.0,4,7,6,180,180.0,100.65,101.07,25118.875,99.025
2023-05-01 02:00:00,12.0,5,1,1,180,185.0,83.25,81.99,19736.0,78.375
2023-05-01 06:00:00,10.0,5,1,2,180,186.0,81.575,81.22,19620.625,77.825
2023-05-01 10:00:00,9.0,5,1,3,180,177.0,93.1,91.77250000000001,22676.125,83.125
2023-05-01 14:00:00,12.0,5,1,4,180,180.0,77.375,77.695,22070.625,85.5125
2023-05-01 18:00:00,9.0,5,1,5,180,181.0,99.375,92.87,26314.125,103.2
2023-05-01 22:00:00,8.0,5,1,6,180,179.0,97.225,94.68,25501.125,96.525
2023-05-02 02:00:00,8.5,5,2,1,180,179.0,84.6375,80.11,20641.375,81.4875
2023-05-02 06:00:00,9.0,5,2,2,180,182.0,100.3,103.3575,23268.875,82.2625
2023-05-02 10:00:00,8.0,5,2,3,180,180.0,102.5375,107.185,28882.5,93.55625
2023-05-02 14:00:00,9.0,5,2,4,180,176.0,84.3,83.355,27735.125,80.7375
2023-05-02 18:00:00,8.0,5,2,5,180,181.0,111.7625,111.325,30306.0,92.9
2023-05-02 22:00:00,12.0,5,2,6,180,181.0,105.65,105.1925,26866.625,98.8
2023-05-03 02:00:00,8.0,5,3,1,180,184.0,82.8375,85.1325,20620.125,80.0625
2023-05-03 06:00:00,12.0,5,3,2,180,185.0,99.0925,104.6825,23197.875,102.775
2023-05-03 10:00:00,10.0,5,3,3,180,181.0,91.875,91.89750000000001,26029.0,110.25
2023-05-03 14:00:00,12.0,5,3,4,180,186.0,76.5,76.3475,23011.625,88.325
2023-05-03 18:00:00,10.0,5,3,5,180,181.0,97.875,101.025,27742.375,113.1375
2023-05-03 22:00:00,8.0,5,3,6,180,180.0,93.45,95.505,25809.875,108.4875
2023-05-04 02:00:00,8.0,5,4,1,180,188.0,76.575,80.1,19576.25,79.6375
2023-05-04 06:00:00,7.31,5,4,2,180,181.0,92.55,94.465,21929.125,95.7875
2023-05-04 10:00:00,8.0,5,4,3,180,179.0,79.175,78.69500000000001,25217.375,90.5625
2023-05-04 14:00:00,8.0,5,4,4,180,181.0,61.4375,58.0725,22946.75,76.25
2023-05-04 18:00:00,8.0,5,4,5,180,179.0,92.8625,97.005,27123.25,96.0625
2023-05-04 22:00:00,7.0,5,4,6,180,183.0,90.125,89.3425,25828.875,88.89875
2023-05-05 02:00:00,7.32,5,5,1,180,186.0,73.325,72.4875,19265.125,79.175
2023-05-05 06:00:00,8.0,5,5,2,180,187.0,91.2375,89.1025,22124.0,93.425
2023-05-05 10:00:00,7.15,5,5,3,180,176.0,88.0,88.875,27432.375,77.25
2023-05-05 14:00:00,9.17,5,5,4,180,183.0,73.375,75.155,25290.5,63.8875
2023-05-05 18:00:00,9.17,5,5,5,180,183.0,97.55,101.445,28492.0,86.16875
2023-05-05 22:00:00,13.0,5,5,6,180,157.0,98.125,98.10249999999999,26161.625,92.6
2023-05-06 02:00:00,11.0,5,6,1,180,176.0,81.275,81.72999999999999,20304.375,71.925
2023-05-06 06:00:00,13.0,5,6,2,180,180.0,81.8,84.4275,20002.875,84.4625
2023-05-06 10:00:00,13.0,5,6,3,180,162.0,87.0375,95.2575,24510.875,80.9
2023-05-06 14:00:00,14.63,5,6,4,180,180.0,74.65,75.28,24000.25,71.56875
2023-05-06 18:00:00,13.0,5,6,5,180,180.0,93.95,94.7575,26259.875,102.8
2023-05-06 22:00:00,7.18,5,6,6,180,194.0,91.6375,94.075,24835.375,97.33500000000001
2023-05-07 02:00:00,7.33,5,7,1,180,200.0,85.5,78.2875,19649.25,78.6375
2023-05-07 06:00:00,8.0,5,7,2,180,194.0,80.4125,74.4625,18797.5,87.625
2023-05-07 10:00:00,8.0,5,7,3,180,194.0,92.05,98.52250000000001,21829.5,103.90375
2023-05-07 14:00:00,8.0,5,7,4,180,194.0,74.0,72.9625,20752.625,81.8
2023-05-07 18:00:00,8.0,5,7,5,180,194.0,95.3,97.1925,24776.75,97.0
2023-05-07 22:00:00,0.0,5,7,6,180,175.0,93.3,94.5475,24119.875,93.91875
2023-05-08 02:00:00,0.0,5,1,1,180,175.0,77.325,76.375,18493.25,85.625
2023-05-08 06:00:00,7.04,5,1,2,180,182.0,88.3775,88.6575,19077.375,70.925
2023-05-08 10:00:00,7.23,5,1,3,180,182.0,88.7,86.67,24903.125,105.86875
2023-05-08 14:00:00,7.25,5,1,4,180,182.0,81.3,82.3275,25098.625,77.1125
2023-05-08 18:00:00,8.0,5,1,5,180,180.0,102.325,103.2625,27774.125,96.875
2023-05-08 22:00:00,0.0,5,1,6,180,168.0,95.925,95.1475,24869.25,96.175
2023-05-09 02:00:00,7.03,5,2,1,180,168.0,79.95,75.81,19115.75,74.425
2023-05-09 06:00:00,8.0,5,2,2,180,175.0,94.5,96.805,22584.5,85.06125
2023-05-09 10:00:00,7.44,5,2,3,180,175.0,98.35,105.5,28135.375,85.57625
2023-05-09 14:00:00,8.0,5,2,4,180,177.0,84.0,86.2,26559.5,85.2
2023-05-09 18:00:00,7.13,5,2,5,180,176.0,102.19999999999999,105.255,29258.125,101.79375
2023-05-09 22:00:00,8.0,5,2,6,180,168.0,90.675,93.5125,26766.375,97.075
2023-05-10 02:00:00,8.0,5,3,1,180,144.0,77.9,76.6275,20143.875,76.70625
2023-05-10 06:00:00,8.0,5,3,2,180,180.0,92.9,92.87,22633.375,90.4375
2023-05-10 10:00:00,7.19,5,3,3,180,145.0,94.075,95.4225,27176.5,112.41875
2023-05-10 14:00:00,8.0,5,3,4,180,180.0,81.65,80.12,25808.375,89.69375
2023-05-10 18:00:00,8.0,5,3,5,180,174.0,106.875,105.445,28963.25,101.3375
2023-05-10 22:00:00,8.0,5,3,6,180,142.0,104.3,103.41,27169.375,88.8875
2023-05-11 02:00:00,11.0,5,4,1,180,142.0,81.975,79.7225,20689.75,77.775
2023-05-11 06:00:00,12.0,5,4,2,180,162.0,101.425,102.025,22870.125,91.05625
2023-05-11 10:00:00,10.0,5,4,3,180,146.0,104.325,107.0875,27503.875,93.3125
2023-05-11 14:00:00,12.0,5,4,4,180,162.0,86.28999999999999,88.9425,25999.0,79.8375
2023-05-11 18:00:00,10.0,5,4,5,180,153.0,108.985,111.49249999999999,28859.75,106.54375
2023-05-11 22:00:00,8.0,5,4,6,180,174.0,99.175,99.5725,26663.875,102.9875
2023-05-12 02:00:00,8.0,5,5,1,180,176.0,77.875,76.9125,20027.75,82.5875
2023-05-12 06:00:00,8.0,5,5,2,180,179.0,93.75,93.6,22114.0,109.3125
2023-05-12 10:00:00,7.47,5,5,3,180,175.0,90.475,91.7475,27282.0,104.2125
2023-05-12 14:00:00,8.0,5,5,4,180,176.0,72.8875,73.74,25782.875,86.4125
2023-05-12 18:00:00,8.0,5,5,5,180,175.0,93.395,92.99000000000001,27910.5,111.375
2023-05-12 22:00:00,8.0,5,5,6,180,174.0,91.055,90.2825,25396.125,98.5125
2023-05-13 02:00:00,8.0,5,6,1,180,174.0,77.65,77.125,19645.5,85.0625
2023-05-13 06:00:00,10.0,5,6,2,180,180.0,80.35,79.18,19589.875,97.6875
2023-05-13 10:00:00,8.0,5,6,3,180,167.0,87.9125,91.52,22856.5,96.06875
2023-05-13 14:00:00,10.0,5,6,4,180,174.0,64.925,72.5975,19691.5,76.25
2023-05-13 18:00:00,8.0,5,6,5,180,180.0,85.625,86.685,23768.5,92.7
2023-05-13 22:00:00,8.0,5,6,6,180,178.0,94.125,97.6875,24400.0,93.81875
2023-05-14 02:00:00,8.0,5,7,1,180,180.0,77.75,77.5,19318.875,76.53
2023-05-14 06:00:00,8.0,5,7,2,180,179.0,71.6,71.125,17983.0,80.4
2023-05-14 10:00:00,8.0,5,7,3,180,178.0,83.45,80.3475,20754.125,88.4375
2023-05-14 14:00:00,8.0,5,7,4,180,179.0,70.575,75.3375,19745.375,68.8875
2023-05-14 18:00:00,8.0,5,7,5,180,182.0,90.2,92.52,24886.875,84.2375
2023-05-14 22:00:00,8.0,5,7,6,180,178.0,93.7,93.14,23929.25,97.1375
2023-05-15 02:00:00,8.0,5,1,1,180,180.0,72.725,74.39,18519.5,86.375
2023-05-15 06:00:00,10.0,5,1,2,180,178.0,84.5875,84.1575,20762.625,72.9625
2023-05-15 10:00:00,7.28,5,1,3,180,178.0,82.825,84.1575,24940.0,84.15
2023-05-15 14:00:00,8.0,5,1,4,180,178.0,68.9,68.9325,23250.375,76.7375
2023-05-15 18:00:00,8.0,5,1,5,180,178.0,89.975,89.95750000000001,27972.25,97.25
2023-05-15 22:00:00,8.0,5,1,6,180,159.0,90.15,91.66499999999999,25961.75,94.92
2023-05-16 02:00:00,8.0,5,2,1,180,172.0,72.3875,73.125,19781.625,73.725
2023-05-16 06:00:00,8.0,5,2,2,180,168.0,87.7,89.345,21717.25,86.025
2023-05-16 10:00:00,6.0,5,2,3,180,165.0,79.525,79.33,24670.125,84.375
2023-05-16 14:00:00,6.0,5,2,4,180,174.0,69.65,70.0475,23563.75,71.275
2023-05-16 18:00:00,8.0,5,2,5,180,165.0,93.9125,93.33,27467.875,88.7675
2023-05-16 22:00:00,8.0,5,2,6,180,180.0,93.0875,94.91,26373.0,89.3625
2023-05-17 02:00:00,8.0,5,3,1,180,176.0,69.375,68.9375,20489.25,66.15
2023-05-17 06:00:00,14.0,5,3,2,180,182.0,91.1,88.9925,22852.5,92.7
2023-05-17 10:00:00,8.0,5,3,3,180,170.0,88.275,86.685,26969.625,82.56375
2023-05-17 14:00:00,8.0,5,3,4,180,170.0,69.075,68.1925,25802.375,72.6875
2023-05-17 18:00:00,16.0,5,3,5,180,158.0,92.175,90.52000000000001,28871.375,89.9875
2023-05-17 22:00:00,12.0,5,3,6,180,178.0,96.25,96.3225,26621.375,94.1
2023-05-18 02:00:00,8.0,5,4,1,180,183.0,71.925,70.7175,20341.375,68.7
2023-05-18 06:00:00,7.23,5,4,2,180,179.0,80.3,76.295,22263.0,85.2125
2023-05-18 10:00:00,8.0,5,4,3,180,172.0,83.6125,82.95,26447.375,82.575
2023-05-18 14:00:00,12.0,5,4,4,180,183.0,68.325,68.44,24727.75,66.95
2023-05-18 18:00:00,8.0,5,4,5,180,139.0,92.225,94.2675,28133.875,96.9625
2023-05-18 22:00:00,3.0,5,4,6,180,127.0,91.3,92.57,26465.125,91.48125
2023-05-19 02:00:00,4.0,5,5,1,180,177.0,69.975,71.2575,20127.625,71.9
2023-05-19 06:00:00,12.0,5,5,2,180,186.0,81.7625,83.0275,22260.375,79.985
2023-05-19 10:00:00,3.0,5,5,3,180,176.0,87.35,89.84,27698.375,86.29875
2023-05-19 14:00:00,4.0,5,5,4,180,168.0,68.625,73.9575,25524.125,73.605
2023-05-19 18:00:00,3.0,5,5,5,180,182.0,84.775,91.8325,27264.875,102.3875
2023-05-19 22:00:00,7.07,5,5,6,180,194.0,86.9625,88.0725,25439.875,97.7625
2023-05-20 02:00:00,7.02,5,6,1,180,190.0,70.425,77.0625,19517.875,68.1125
2023-05-20 06:00:00,7.47,5,6,2,180,175.0,69.325,67.9325,18662.125,79.76875
2023-05-20 10:00:00,7.39,5,6,3,180,194.0,77.1,82.36500000000001,19854.875,89.225
2023-05-20 14:00:00,7.2,5,6,4,180,190.0,61.3,59.4875,17671.375,73.525
2023-05-20 18:00:00,8.1,5,6,5,180,193.0,78.7,79.5175,22513.25,86.125
2023-05-20 22:00:00,8.7,5,6,6,180,185.0,86.1425,88.32499999999999,23471.5,82.0375
2023-05-21 02:00:00,8.7,5,7,1,180,184.0,73.2,76.2825,18744.0,66.86875
2023-05-21 06:00:00,8.75,5,7,2,180,188.0,58.4125,56.01,17400.125,64.78125
2023-05-21 10:00:00,8.7,5,7,3,180,184.0,76.725,79.3875,18689.625,73.8125
2023-05-21 14:00:00,8.3,5,7,4,180,184.0,66.15,66.535,18107.5,58.75
2023-05-21 18:00:00,11.6,5,7,5,180,186.0,79.2,86.015,23211.625,77.40625
2023-05-21 22:00:00,8.7,5,7,6,180,153.0,78.7,83.2225,23310.5,85.8
2023-05-22 02:00:00,7.3,5,1,1,180,153.0,65.125,63.715,18671.125,76.6
2023-05-22 06:00:00,11.6,5,1,2,180,168.0,82.525,83.7325,21175.25,56.2875
2023-05-22 10:00:00,8.7,5,1,3,180,153.0,79.0,78.155,24757.125,76.9375
2023-05-22 14:00:00,7.2,5,1,4,180,152.0,59.3625,61.0975,22422.625,63.09375
2023-05-22 18:00:00,11.6,5,1,5,180,154.0,79.4,82.52250000000001,26027.125,85.2375
2023-05-22 22:00:00,6.2,5,1,6,180,153.0,79.175,83.46000000000001,24823.25,80.6
2023-05-23 02:00:00,5.8,5,2,1,180,175.0,63.3,62.81,19252.25,63.45
2023-05-23 06:00:00,8.75,5,2,2,180,160.0,77.0425,77.715,21420.0,86.9625
2023-05-23 10:00:00,5.8,5,2,3,180,153.0,74.4625,75.83,25416.75,77.4625
2023-05-23 14:00:00,5.8,5,2,4,180,150.0,58.95,62.6175,23038.0,61.0375
2023-05-23 18:00:00,11.6,5,2,5,180,160.0,80.5,81.60249999999999,27123.875,78.175
2023-05-23 22:00:00,8.7,5,2,6,180,156.0,83.975,85.255,25233.625,77.225
2023-05-24 02:00:00,8.7,5,3,1,180,172.0,65.05,62.95,19234.375,63.7125
2023-05-24 06:00:00,11.6,5,3,2,180,163.0,79.4875,78.9625,20745.375,71.90625
2023-05-24 10:00:00,8.7,5,3,3,180,173.0,77.35,76.785,23663.25,72.4875
2023-05-24 14:00:00,11.6,5,3,4,180,149.0,61.705,62.0125,21322.875,59.1375
2023-05-24 18:00:00,12.0,5,3,5,180,141.0,82.525,81.45,26199.875,77.875
2023-05-24 22:00:00,9.52,5,3,6,180,157.0,85.9875,87.365,25136.875,80.14375
2023-05-25 02:00:00,8.7,5,4,1,180,179.0,65.625,65.4925,19276.75,63.2
2023-05-25 06:00:00,11.6,5,4,2,180,164.0,77.925,78.26,21158.25,78.075
2023-05-25 10:00:00,8.7,5,4,3,180,179.0,76.125,75.805,24668.0,74.56875
2023-05-25 14:00:00,11.6,5,4,4,180,158.0,63.575,62.935,22415.25,62.175
2023-05-25 18:00:00,11.6,5,4,5,180,164.0,77.6375,77.955,27183.625,79.9625
2023-05-25 22:00:00,9.5,5,4,6,180,160.0,81.725,82.32,25591.75,83.35
2023-05-26 02:00:00,7.27,5,5,1,180,179.0,63.3,62.925,19589.75,68.0875
2023-05-26 06:00:00,11.6,5,5,2,180,163.0,75.75,76.9,21287.25,79.96875
2023-05-26 10:00:00,7.73,5,5,3,180,150.0,72.8625,80.1925,24154.125,75.1125
2023-05-26 14:00:00,8.2,5,5,4,180,171.0,61.2,60.4525,21841.0,63.15625
2023-05-26 18:00:00,11.73,5,5,5,180,179.0,72.375,73.1125,24878.25,82.8625
2023-05-26 22:00:00,9.5,5,5,6,180,161.0,82.8,82.5525,24542.875,82.2125
2023-05-27 02:00:00,9.5,5,6,1,180,183.0,68.25,70.11,19009.25,60.65625
2023-05-27 06:00:00,10.65,5,6,2,180,168.0,63.625,68.8975,18005.5,74.4375
2023-05-27 10:00:00,7.73,5,6,3,180,183.0,59.0475,61.4825,18501.5,73.2
2023-05-27 14:00:00,11.6,5,6,4,180,184.0,26.675,9.865,15469.625,59.2375
2023-05-27 18:00:00,11.73,5,6,5,180,168.0,66.675,68.32,20503.75,73.20625
2023-05-27 22:00:00,7.87,5,6,6,180,149.0,81.1775,83.675,22532.75,81.95
2023-05-28 02:00:00,7.27,5,7,1,180,167.0,68.0375,69.17750000000001,17779.375,75.9875
2023-05-28 06:00:00,6.8,5,7,2,180,150.0,53.3375,57.572500000000005,16664.75,70.2125
2023-05-28 10:00:00,7.73,5,7,3,180,163.0,61.662499999999994,71.02250000000001,18057.125,65.3125
2023-05-28 14:00:00,8.2,5,7,4,180,171.0,31.275,39.85,18252.875,7.5625
2023-05-28 18:00:00,8.7,5,7,5,180,176.0,66.625,73.685,23228.25,69.675
2023-05-28 22:00:00,11.6,5,7,6,180,156.0,72.65,76.89,22444.25,78.47875
2023-05-29 02:00:00,8.7,5,1,1,180,144.0,52.45,57.165,17831.75,73.21875
2023-05-29 06:00:00,11.6,5,1,2,180,169.0,46.875,63.1275,17016.25,57.4
2023-05-29 10:00:00,11.6,5,1,3,180,156.0,62.15,78.17,18564.25,78.09375
2023-05-29 14:00:00,11.6,5,1,4,180,155.0,25.925,46.855000000000004,16299.75,56.71875
2023-05-29 18:00:00,11.73,5,1,5,180,152.0,66.95,78.09,21821.25,74.9875
2023-05-29 22:00:00,7.87,5,1,6,180,140.0,76.025,72.8775,22974.625,67.1625
2023-05-30 02:00:00,7.27,5,2,1,180,157.0,58.1125,56.8725,18283.5,50.925
2023-05-30 06:00:00,6.0,5,2,2,180,141.0,76.875,78.04,20089.625,57.7
2023-05-30 10:00:00,6.0,5,2,3,180,136.0,71.55,79.77,24346.125,76.8
2023-05-30 14:00:00,6.0,5,2,4,180,166.0,52.9625,53.3625,21684.875,50.35
2023-05-30 18:00:00,10.0,5,2,5,180,146.0,76.6125,80.72749999999999,25445.125,76.3875
2023-05-30 22:00:00,7.87,5,2,6,180,160.0,76.9375,78.0625,24606.0,72.84375
2023-05-31 02:00:00,7.27,5,3,1,180,183.0,61.0,61.6875,18683.125,58.3625
2023-05-31 06:00:00,10.65,5,3,2,180,188.0,75.05,76.625,20589.875,83.825
2023-05-31 10:00:00,7.73,5,3,3,180,184.0,72.475,69.63499999999999,25755.625,84.8375
2023-05-31 14:00:00,11.0,5,3,4,180,188.0,55.5,50.6425,23241.75,52.79125
2023-05-31 18:00:00,11.73,5,3,5,180,166.0,75.9125,73.86,26386.625,83.955
2023-05-31 22:00:00,7.87,5,3,6,180,142.0,77.875,77.185,24640.125,80.43125
2023-06-01 02:00:00,7.27,6,4,1,180,165.0,58.95,57.8875,18868.375,60.925
2023-06-01 06:00:00,7.0,6,4,2,180,148.0,73.775,73.76,20829.25,69.9625
2023-06-01 10:00:00,7.73,6,4,3,180,138.0,67.10249999999999,70.6775,24528.75,71.325
2023-06-01 14:00:00,6.8,6,4,4,180,182.0,52.1,51.9075,22184.875,55.53125
2023-06-01 18:00:00,10.0,6,4,5,180,155.0,76.4125,78.3225,25712.625,75.05625
2023-06-01 22:00:00,11.4,6,4,6,180,141.0,76.4,77.905,24445.375,78.72500000000001
2023-06-02 02:00:00,7.0,6,5,1,180,143.0,60.15,59.3175,19018.625,62.775
2023-06-02 06:00:00,12.0,6,5,2,180,145.0,73.975,74.165,20898.375,79.6625
2023-06-02 10:00:00,9.5,6,5,3,180,138.0,70.175,74.8825,23976.5,76.125
2023-06-02 14:00:00,11.0,6,5,4,180,144.0,53.4825,55.7075,20178.125,57.44375
2023-06-02 18:00:00,11.73,6,5,5,180,144.0,79.045,79.835,24022.0,83.05
2023-06-02 22:00:00,11.4,6,5,6,180,177.0,79.4625,80.845,24299.75,80.83125
2023-06-03 02:00:00,9.9,6,6,1,180,188.0,66.09,65.3325,18577.375,61.60125
2023-06-03 06:00:00,7.0,6,6,2,180,182.0,62.650000000000006,61.035000000000004,17673.5,67.71875
2023-06-03 10:00:00,7.0,6,6,3,180,170.0,65.9,61.86,18994.25,74.45
2023-06-03 14:00:00,8.2,6,6,4,180,182.0,38.9625,38.9675,16190.125,53.8
2023-06-03 18:00:00,12.4,6,6,5,180,161.0,69.575,71.4075,21366.75,78.175
2023-06-03 22:00:00,12.4,6,6,6,180,176.0,76.725,77.61500000000001,22533.125,77.41875
2023-06-04 02:00:00,9.9,6,7,1,180,175.0,63.8,60.09,17862.375,65.46875
2023-06-04 06:00:00,9.9,6,7,2,180,182.0,55.875,48.8925,16499.625,61.912499999999994
2023-06-04 10:00:00,9.9,6,7,3,180,182.0,62.35,65.2875,17118.625,64.55625
2023-06-04 14:00:00,7.0,6,7,4,180,184.0,44.2,41.7175,15684.0,38.7375
2023-06-04 18:00:00,12.4,6,7,5,180,171.0,67.25,71.47,20624.875,66.5375
2023-06-04 22:00:00,9.0,6,7,6,180,151.0,74.7125,77.14,22503.5,74.34375
2023-06-05 02:00:00,7.2,6,1,1,180,172.0,60.3375,62.885,18169.0,63.26
2023-06-05 06:00:00,12.4,6,1,2,180,153.0,76.7,79.25,20184.125,54.9
2023-06-05 10:00:00,12.4,6,1,3,180,149.0,73.075,77.0375,24450.625,62.36875
2023-06-05 14:00:00,12.4,6,1,4,180,171.0,53.825,52.79,21799.875,47.6375
2023-06-05 18:00:00,12.4,6,1,5,180,161.0,83.14999999999999,83.1025,25823.625,69.825
2023-06-05 22:00:00,8.5,6,1,6,180,186.0,79.6875,81.015,24914.25,77.3
2023-06-06 02:00:00,7.0,6,2,1,180,188.0,61.475,61.7725,18808.375,60.1125
2023-06-06 06:00:00,7.0,6,2,2,180,185.0,80.375,80.75999999999999,20961.0,78.0625
2023-06-06 10:00:00,7.4,6,2,3,180,179.0,80.95,78.3875,25836.5,76.075
2023-06-06 14:00:00,8.2,6,2,4,180,176.0,62.912499999999994,59.3925,23484.5,57.63125
2023-06-06 18:00:00,11.73,6,2,5,180,185.0,86.175,84.455,26701.875,83.06875
2023-06-06 22:00:00,8.5,6,2,6,180,169.0,83.7,82.1075,25151.75,80.4625
2023-06-07 02:00:00,7.27,6,3,1,180,184.0,65.45,63.225,19328.75,68.2375
2023-06-07 06:00:00,7.0,6,3,2,180,191.0,82.475,79.535,21643.625,77.9375
2023-06-07 10:00:00,7.73,6,3,3,180,183.0,81.3,82.17,25095.25,84.1625
2023-06-07 14:00:00,8.2,6,3,4,180,176.0,65.025,65.0325,21899.625,62.34375
2023-06-07 18:00:00,11.73,6,3,5,180,161.0,90.175,89.5775,25519.75,85.2625
2023-06-07 22:00:00,10.0,6,3,6,180,180.0,86.55,84.2825,24742.875,81.0625
2023-06-08 02:00:00,7.0,6,4,1,180,188.0,64.47500000000001,64.905,18821.75,61.97625
2023-06-08 06:00:00,19.0,6,4,2,180,188.0,73.8,72.05250000000001,20629.0,76.525
2023-06-08 10:00:00,7.73,6,4,3,180,174.0,71.355,66.545,23619.125,77.54625
2023-06-08 14:00:00,8.2,6,4,4,180,187.0,56.55,55.455,20524.25,66.6125
2023-06-08 18:00:00,19.0,6,4,5,180,172.0,77.10249999999999,77.36,24790.125,89.67375
2023-06-08 22:00:00,8.0,6,4,6,180,186.0,77.815,77.7225,23968.25,85.6125
2023-06-09 02:00:00,7.0,6,5,1,180,190.0,63.625,64.605,18089.0,63.0125
2023-06-09 06:00:00,6.46,6,5,2,180,180.0,73.125,75.4725,19788.5,74.525
2023-06-09 10:00:00,8.0,6,5,3,180,175.0,70.4875,71.965,22771.125,67.81875
2023-06-09 14:00:00,12.3,6,5,4,180,185.0,57.6775,58.042500000000004,20355.125,59.643750000000004
2023-06-09 18:00:00,11.0,6,5,5,180,180.0,78.925,81.44,23907.125,85.275
