GMT Time,Volume Requirements Forecast - DC-H - GB (MW),Volume Requirements Forecast - DC-L - GB (MW),Volume Requirements Forecast - DR-H - GB (MW),Volume Requirements Forecast - DR-L - GB (MW),Volume Requirements Forecast - DM-H - GB (MW),Volume Requirements Forecast - DM-L - GB (MW),Ancillary Volume Accepted - DC-H - GB (MW),Ancillary Volume Accepted - DC-L - GB (MW),Ancillary Volume Accepted - DR-H - GB (MW),Ancillary Volume Accepted - DR-L - GB (MW),Ancillary Volume Accepted - DM-H - GB (MW),Ancillary Volume Accepted - DM-L - GB (MW),Ancillary Price - DC-H - GB (£/MW/h),Ancillary Price - DC-L - GB (£/MW/h),Ancillary Price - DR-H - GB (£/MW/h),Ancillary Price - DR-L - GB (£/MW/h),Ancillary Price - DM-H - GB (£/MW/h),Ancillary Price - DM-L - GB (£/MW/h)
08/04/2023 22:00,932,630,150,180,80,80,1153,801,166,151,44,,4.5,1.78,0,13.67,6.58,
09/04/2023 02:00,1118,723,150,180,80,80,1202,817,129,142,88,,3.1,3.1,0,15.98,0.49,
09/04/2023 06:00,1153,754,150,180,80,80,1142,889,168,151,49,,4.5,5,0,15,6.58,
09/04/2023 10:00,1146,829,150,180,80,80,1120,936,168,139,38,,8,1.47,4.11,5.2,6.58,
09/04/2023 14:00,1225,942,150,180,80,80,1091,938,200,162,49,,4.65,3.56,0,15,5.58,
09/04/2023 18:00,1227,949,150,180,80,80,1161,758,171,147,45,,5.4,1.9,0,16.98,6.58,
09/04/2023 22:00,1172,721,150,180,80,80,1156,835,137,118,82,,3.15,3.12,0,7.74,0.54,
10/04/2023 02:00,1216,808,150,180,80,80,1089,846,199,155,38,,4.5,1.9,0,10,6.58,
10/04/2023 06:00,1219,815,150,180,80,80,1010,809,171,149,77,,4.5,1.9,0,10,0.54,
10/04/2023 10:00,1200,772,150,180,80,80,1051,902,177,153,65,,6.43,1.47,2.15,7.55,0.54,
10/04/2023 14:00,1191,863,150,180,80,80,993,896,200,175,78,,4.78,2.55,0,15,0.54,
10/04/2023 18:00,1192,866,150,180,80,80,1023,691,200,178,89,,5.5,2.4,0,15,0.54,
10/04/2023 22:00,1080,653,150,180,80,80,1199,837,132,110,38,,2.5,2.5,0,0,4.62,
11/04/2023 02:00,1203,780,150,180,80,80,997,809,133,148,96,,4.5,2.5,0,9,0,
11/04/2023 06:00,1206,787,150,180,80,80,1138,771,172,147,48,,3.97,2.04,1.84,7.7,0,
11/04/2023 10:00,1099,670,150,180,80,80,1057,779,177,135,38,,6.5,1.4,0,7.99,5.79,
11/04/2023 14:00,977,629,150,180,80,80,1075,635,177,136,49,,4.5,1.93,0,15,5.99,
11/04/2023 18:00,970,616,150,180,80,80,1085,693,160,144,45,,5.4,1.87,0,13,5.49,
11/04/2023 22:00,1122,662,150,180,80,80,1020,800,166,140,19,,4.5,1.8,0,8.3,0,
12/04/2023 02:00,1203,780,150,180,80,80,934,807,178,167,10,,4.86,1.24,0,14,0,
12/04/2023 06:00,1205,784,150,180,80,80,1077,777,174,169,64,33,7.78,2.11,0,8,3.3,2.42
12/04/2023 10:00,1137,721,150,180,80,80,1090,794,199,182,19,,5.83,2.43,0,7,0,
12/04/2023 14:00,1096,754,150,180,80,80,1083,784,194,183,19,,4.89,2,1.49,8.22,0,
12/04/2023 18:00,1081,745,150,180,80,80,1079,682,190,173,19,,5.67,0.63,0,8,0,
12/04/2023 22:00,988,610,150,180,80,80,1200,777,145,130,12,12,3.92,0.89,7.43,13.11,6.43,3.86
13/04/2023 02:00,1193,758,150,180,80,80,1117,816,145,123,,,9,0.89,7.5,8.3,,
13/04/2023 06:00,1195,763,150,180,80,80,1091,754,145,145,55,50,7.03,1.57,7.43,18.94,5.14,4.63
13/04/2023 10:00,1075,641,150,180,80,80,1174,800,114,121,13,13,7,3.6,12,14.45,6.87,6.13
13/04/2023 14:00,1027,744,150,180,80,80,1137,774,156,130,,,7.57,1.57,7.26,16,,
13/04/2023 18:00,1034,747,150,180,80,80,990,679,85,115,49,4,0.89,1.57,7.38,30.66,7.54,7.54
13/04/2023 22:00,870,599,150,180,80,80,1150,723,195,145,85,42,8,2.55,0.01,12.51,3.21,6.16
14/04/2023 02:00,1012,664,150,180,80,80,1140,758,186,176,73,,16,3.68,0,12,5,
14/04/2023 06:00,984,663,150,180,80,80,986,627,168,168,92,45,7,2.11,7.44,13.85,2.2,7.09
14/04/2023 10:00,891,621,150,180,80,80,977,643,127,133,61,51,7,1.23,17.55,13.05,2.18,4
14/04/2023 14:00,839,598,150,180,80,80,971,607,182,158,86,35,3,1.11,6,12.36,3.5,5
14/04/2023 18:00,839,598,150,180,80,80,955,681,174,148,86,35,3,1.41,0,12.36,3.5,5.89
14/04/2023 22:00,851,605,150,180,80,80,1172,716,185,131,34,,8,0.5,0.01,12,7,
15/04/2023 02:00,977,667,150,180,80,80,1158,746,180,145,78,,12,0.55,0,8.3,1,
15/04/2023 06:00,999,677,150,180,80,80,1127,773,186,171,34,,3.45,3.45,0,8,7,
15/04/2023 10:00,978,666,150,180,80,80,1144,834,199,188,34,,8,1.9,0.01,0.79,7,
15/04/2023 14:00,970,769,150,180,80,80,1160,835,185,159,34,,3,3,6,8,7.5,
15/04/2023 18:00,981,672,150,180,80,80,1067,693,193,156,78,,3.31,2.94,0,8,0.5,
15/04/2023 22:00,915,628,150,180,80,80,1215,765,146,125,49,,3,1.6,12,8.3,7,
16/04/2023 02:00,1050,684,150,180,80,80,1221,791,164,135,49,,9.32,1.6,6,8.3,9.5,
16/04/2023 06:00,1089,714,150,180,80,80,1186,781,165,150,78,,7,1.6,7.08,8,1,
16/04/2023 10:00,1055,687,150,180,80,80,1142,797,138,131,49,,8.5,0.5,12,9.44,7,
16/04/2023 14:00,1020,777,150,180,80,80,1106,778,199,169,91,,9.47,3.78,0,8,0.01,
16/04/2023 18:00,1031,688,150,180,80,80,1042,673,144,133,49,,1.6,1.6,7.13,11.07,8,
16/04/2023 22:00,920,635,150,180,80,80,1200,760,144,126,47,,3,2.64,12,12,7,
17/04/2023 02:00,1035,690,150,180,80,80,1193,770,156,144,47,,12,2.64,12,15.37,9.5,
17/04/2023 06:00,1045,694,150,180,80,80,984,636,198,178,73,,6.33,2.64,0,16,1,
17/04/2023 10:00,914,636,150,180,80,80,1018,658,200,180,47,,8.5,1.39,0,8,7,
17/04/2023 14:00,923,742,150,180,80,80,1023,647,200,177,88,,4.25,2.22,1.04,8.5,0.01,
17/04/2023 18:00,932,642,150,180,80,80,1013,660,142,148,71,,4.43,0.62,7.03,11.11,0.63,
17/04/2023 22:00,906,615,150,180,80,80,1207,761,174,144,83,22,8,0.59,6,8.3,0.48,0
18/04/2023 02:00,1087,700,150,180,80,80,1217,767,174,146,,,7,0.9,6,8.56,,
18/04/2023 06:00,1112,718,150,180,80,80,1136,773,168,148,,,3.1,3.1,6,8,,
18/04/2023 10:00,968,635,150,180,80,80,1210,842,173,143,,,8,1.8,7.19,8,,
18/04/2023 14:00,1006,747,150,180,80,80,1157,822,197,167,44,,25,2,0,8,6.91,
18/04/2023 18:00,1027,750,150,180,80,80,1069,676,179,159,29,23,2.66,1.05,0,8,7,4
18/04/2023 22:00,991,626,150,180,80,80,1213,770,177,148,43,,8,0.95,6,12,3.8,
19/04/2023 02:00,1158,737,150,180,80,80,1221,774,156,131,,,6.12,0.15,6.12,12,,
19/04/2023 06:00,1165,748,150,180,80,80,1004,768,174,182,83,54,15,0.82,6,10.57,3.49,1.24
19/04/2023 10:00,1013,637,150,180,80,80,1064,824,179,166,40,40,25,1.31,6,8,7,5
19/04/2023 14:00,1078,761,150,180,80,80,1175,827,146,148,49,,7.66,2.24,6,12.64,7.1,
19/04/2023 18:00,1097,775,150,180,80,80,943,680,181,175,83,54,7.55,1.37,0,11.98,2.81,3.5
19/04/2023 22:00,999,626,150,180,80,80,1201,769,163,133,75,,13.76,1.04,12,12,4,
20/04/2023 02:00,1161,736,150,180,80,80,1216,779,182,156,,,9,0.46,0,8.3,,
20/04/2023 06:00,1151,736,150,180,80,80,1153,805,195,181,,,7,5,0,10.57,,
20/04/2023 10:00,991,634,150,180,80,80,1197,839,151,134,,,7.96,0.97,12,8,,
20/04/2023 14:00,1071,765,150,180,80,80,1187,833,157,151,46,,7.66,0.51,7.61,10.64,8.2,
20/04/2023 18:00,1079,767,150,180,80,80,1040,648,123,135,100,45,7.55,0.97,6.07,16.71,0.45,5.96
20/04/2023 22:00,962,614,150,180,80,80,1216,765,161,133,,,7,1.07,6.77,12,,
21/04/2023 02:00,1119,708,150,180,80,80,1220,773,160,136,,,6.12,3.95,6.64,12,,
21/04/2023 06:00,1134,726,150,180,80,80,1039,725,139,123,,,3,2.28,11,22.26,,
21/04/2023 10:00,988,635,150,180,80,80,1088,770,187,148,,,8.9,2.13,0,12,,
21/04/2023 14:00,973,625,150,180,80,80,1091,766,181,178,65,,7,1.07,0,15,4,
21/04/2023 18:00,984,630,150,180,80,80,1012,649,160,156,,,2.21,1.48,6,15,,
21/04/2023 22:00,915,615,150,180,80,80,1180,765,193,145,69,,8.5,1.21,0.01,8,0,
22/04/2023 02:00,1041,676,150,180,80,80,1201,788,183,144,46,10,8,0.91,0.01,11,8,2.5
22/04/2023 06:00,1076,701,150,180,80,80,1043,783,199,163,27,,4.13,2.28,0.01,11,0,
22/04/2023 10:00,1006,669,150,180,80,80,886,822,196,180,41,11,3.8,2.96,0.01,8.03,6.81,6
22/04/2023 14:00,994,665,150,180,80,80,1000,714,199,178,27,,4.79,1.56,0.01,11.54,0,
22/04/2023 18:00,1007,669,150,180,80,80,1009,665,184,151,47,10,6.21,1.54,0.01,10.14,8,6
22/04/2023 22:00,933,626,150,180,80,80,1185,765,192,152,11,11,3.04,3.04,0.01,12,5.94,3.06
23/04/2023 02:00,1085,696,150,180,80,80,1196,786,192,152,10,10,3,2.92,0.01,12,7.19,2.93
23/04/2023 06:00,1151,752,150,180,80,80,1050,799,200,170,,,3,2.3,0.01,15,,
23/04/2023 10:00,1124,723,150,180,80,80,983,805,197,172,46,46,3.24,1.5,0.01,12,7.09,4.82
23/04/2023 14:00,1052,764,150,180,80,80,1032,806,198,166,3,3,3.21,3.21,0.01,15,6.74,4.26
23/04/2023 18:00,1066,776,150,180,80,80,1025,672,192,155,3,3,3,1.14,0.01,15,7.16,6.34
23/04/2023 22:00,987,632,150,180,80,80,1056,776,162,133,75,51,3,2.64,0,12,0.72,0.63
24/04/2023 02:00,1138,730,150,180,80,80,930,790,193,151,75,72,3.18,3.18,0,8,0.69,0.69
24/04/2023 06:00,1153,744,150,180,80,80,943,660,200,180,10,10,3,2,0,8,7.27,2.45
24/04/2023 10:00,980,631,150,180,80,80,817,627,188,163,75,75,3,1.9,0,8,0.69,0.69
24/04/2023 14:00,879,598,150,180,80,80,885,624,191,161,75,75,3.12,1.95,0,8,0.69,0.69
24/04/2023 18:00,882,599,150,180,80,80,900,630,162,134,75,50,3,1.95,0,14,0.72,0.63
24/04/2023 22:00,881,600,150,180,80,80,1093,725,183,147,1,1,3.45,2.22,0,9,6.43,2.79
25/04/2023 02:00,1021,659,150,180,80,80,1025,751,182,151,46,46,3.45,1.44,0,9,7.17,2.72
25/04/2023 06:00,1051,669,150,180,80,80,978,749,199,168,11,11,2.1,2.1,0,12,5,5
25/04/2023 10:00,915,616,150,180,80,80,961,767,200,175,11,11,3.45,1.44,0,9,7,5.5
25/04/2023 14:00,885,724,150,180,80,80,977,630,200,165,2,2,2.16,0.84,0,9,6.57,6.33
25/04/2023 18:00,878,619,150,180,80,80,930,635,191,155,42,3,2,2,0,12,7.79,6.71
25/04/2023 22:00,835,600,150,180,80,80,974,678,161,148,84,47,3.24,1.5,0,14,3.09,5.33
26/04/2023 02:00,954,658,150,180,80,80,852,720,189,172,83,68,3.24,1.5,0,11,1.8,3
26/04/2023 06:00,978,669,150,180,80,80,828,649,140,136,86,23,3.24,2.99,7.37,17,2.55,3
26/04/2023 10:00,862,613,150,180,80,80,726,745,154,144,81,31,3.93,1.92,6,10,1.2,5
26/04/2023 14:00,801,587,150,180,80,80,854,636,164,151,82,38,4.03,2.07,5.61,15,4.26,7.13
26/04/2023 18:00,808,590,150,180,80,80,829,635,167,150,80,27,3.24,2,5.6,16,4.5,3
26/04/2023 22:00,847,597,150,180,80,80,1116,703,199,184,43,32,5.7,0.75,0,8.46,6.56,4.94
27/04/2023 02:00,1088,680,150,180,80,80,1118,725,199,188,84,55,8,2.15,0,9,3.39,3.39
27/04/2023 06:00,1124,734,150,180,80,80,931,627,199,190,85,57,5.85,2.15,0,8.01,2.96,3.7
27/04/2023 10:00,990,645,150,180,80,80,898,657,199,186,94,43,8,1.5,0,6.52,1.34,5
27/04/2023 14:00,944,628,150,180,80,80,941,636,196,186,76,26,5.3,2.21,0,8.46,4.61,6.39
27/04/2023 18:00,958,607,150,180,80,80,994,662,196,186,73,16,4.99,3.88,0,7.49,3.33,3.33
27/04/2023 22:00,1065,631,150,180,80,80,977,776,180,172,62,17,3.33,1.47,0,13,4,0
28/04/2023 02:00,1190,749,150,180,80,80,956,785,199,184,63,19,3.33,1.47,0,13,4,0
28/04/2023 06:00,1194,760,150,180,80,80,940,722,196,184,61,37,3,1.96,0,11.55,4,3.7
28/04/2023 10:00,1082,654,150,180,80,80,855,784,195,178,96,40,4.5,1.65,0,12,0.01,5
28/04/2023 14:00,1040,786,150,180,80,80,957,791,180,180,63,41,5.5,2.22,0,15,4,6
28/04/2023 18:00,1049,766,150,180,80,80,930,639,180,180,61,37,3,1.47,0,12.25,4,6
28/04/2023 22:00,973,640,150,180,80,80,1010,756,199,181,44,,3.82,1.7,0.01,9.63,4,
29/04/2023 02:00,1137,728,150,180,80,80,896,777,199,186,74,16,3,1.35,0,8,4,0
29/04/2023 06:00,1152,753,150,180,80,80,1020,762,199,185,49,,3.01,1.91,0,8,2.99,
29/04/2023 10:00,1097,704,150,180,80,80,993,828,199,180,38,,3.91,1.23,0,8,2.25,
29/04/2023 14:00,1122,868,150,180,80,80,1036,835,175,162,87,68,5,1.21,3,12,0.01,3
29/04/2023 18:00,1127,837,150,180,80,80,924,666,174,162,73,41,3,1.58,3,9,4,6
29/04/2023 22:00,1023,665,150,180,80,80,1206,772,199,180,64,40,8.82,0.82,0,8,5.4,4.1
30/04/2023 02:00,1120,734,150,180,80,80,1141,798,199,185,82,28,25,0.5,0,6,4,3.7
30/04/2023 06:00,1164,776,150,180,80,80,1221,833,200,186,11,11,4.14,4.14,0,10,5.51,4.02
30/04/2023 10:00,1137,746,150,180,80,80,1185,820,200,177,12,12,8,0.67,0,8,7.26,5.84
30/04/2023 14:00,1068,764,150,180,80,80,1173,696,200,180,52,29,3.12,2.43,0,10,6,6
30/04/2023 18:00,1064,713,150,180,80,80,971,666,199,181,95,68,3.12,2.43,0,9,0,3
30/04/2023 22:00,1001,685,150,180,80,80,1038,787,199,179,80,5,3.42,0.61,0,12,0,3
01/05/2023 02:00,1141,751,150,180,80,80,1028,803,199,179,80,35,3.42,2.84,0,12,0,3
01/05/2023 06:00,1164,775,150,180,80,80,1085,825,200,182,30,30,3.78,2,0,10,0.31,0.31
01/05/2023 10:00,1126,736,150,180,80,80,989,861,200,180,30,30,3.42,1.01,0,9,0.31,0.31
01/05/2023 14:00,1110,864,150,180,80,80,1162,861,200,176,51,28,3.5,2,0,12,4,3
01/05/2023 18:00,1109,834,150,180,80,80,962,672,199,181,51,28,4.11,1.03,0,9,4,3
01/05/2023 22:00,982,674,150,180,80,80,1087,772,200,181,43,,3.16,0.74,0,8,5,
02/05/2023 02:00,1137,740,150,180,80,80,972,771,198,184,,,3.5,1.07,0,8.5,,
02/05/2023 06:00,1137,744,150,180,80,80,984,649,200,185,12,12,3.25,2,0,9,5.55,5.55
02/05/2023 10:00,986,669,150,180,80,80,974,648,200,181,12,12,3.65,2,0,8,6.73,5.69
02/05/2023 14:00,933,695,150,180,80,80,987,648,200,186,56,30,4.64,1.74,0,9,0.37,0.37
02/05/2023 18:00,927,666,150,180,80,80,894,643,200,181,100,45,3.51,1.76,0,8,0,4
02/05/2023 22:00,931,649,150,180,80,80,918,771,190,180,75,51,3,1,0,12,0.38,0.33
03/05/2023 02:00,1111,718,150,180,80,80,883,782,196,188,,,3,1.57,0,8,,
03/05/2023 06:00,1139,741,150,180,80,80,929,760,190,181,85,79,3.49,1.61,0,12,0.88,0.48
03/05/2023 10:00,984,648,150,180,80,80,882,819,190,179,72,72,4.01,1.31,0,10,0.38,0.38
03/05/2023 14:00,1024,782,150,180,80,80,1040,819,190,181,41,30,4.23,2.87,0,12,6.58,4.16
03/05/2023 18:00,1026,682,150,180,80,80,911,662,190,179,30,20,3.21,0.76,0,10,4,5
03/05/2023 22:00,1052,645,150,180,80,80,1040,789,197,183,,,3.32,1.32,0,8,,
04/05/2023 02:00,1203,780,150,180,80,80,959,801,198,186,26,11,3.94,1.29,0,8,2.03,0.86
04/05/2023 06:00,1211,797,150,180,80,80,1083,794,197,187,25,,3.94,0.88,0,7.31,3.8,
04/05/2023 10:00,1175,766,150,180,80,80,931,830,197,176,24,,4.01,2.19,0,8,3.8,
04/05/2023 14:00,1170,810,150,180,80,80,1060,830,197,183,28,22,4.23,1.97,0,8,2.8,2.2
04/05/2023 18:00,1174,819,150,180,80,80,976,695,197,183,38,12,4.23,1.24,0,8,6.95,6.05
04/05/2023 22:00,1123,654,150,180,80,80,1054,789,181,157,52,24,3.63,0.96,0,7,5.5,5.5
05/05/2023 02:00,1199,772,150,180,80,80,1015,800,196,176,54,54,4.03,0.67,0,7.32,5.5,5
05/05/2023 06:00,1207,789,150,180,80,80,1038,752,181,180,86,60,3.63,1.51,0,8,0,5
05/05/2023 10:00,1095,671,150,180,80,80,985,781,181,162,55,27,4.01,0.79,0,7.15,6,6
05/05/2023 14:00,1025,661,150,180,80,80,1059,788,181,180,49,49,4.58,0.69,0,9.17,6.1,5.9
05/05/2023 18:00,1037,667,150,180,80,80,953,652,181,180,86,41,3.91,1.52,0,9.17,0.58,5.02
05/05/2023 22:00,992,649,150,180,80,80,1221,779,200,194,39,29,3,1.03,6.51,13,6.02,5.98
06/05/2023 02:00,1123,735,150,180,80,80,1208,803,200,200,37,23,8.5,0.57,3,11,5.8,5.7
06/05/2023 06:00,1152,761,150,180,80,80,1202,754,200,194,70,50,3.27,1.73,6.55,13,6,6
06/05/2023 10:00,1104,720,150,180,80,80,1152,708,200,194,70,52,8,0.77,6.93,13,6.25,6.25
06/05/2023 14:00,1066,688,150,180,80,80,1154,712,200,194,88,32,5.03,0.5,5.69,14.63,6.25,4.59
06/05/2023 18:00,1078,693,150,180,80,80,1125,703,200,194,91,56,7.03,3.17,6.09,13,6.01,5.99
06/05/2023 22:00,1047,665,150,180,80,80,1165,792,199,175,58,37,4.03,0.68,0,7.18,4,5
07/05/2023 02:00,1191,774,150,180,80,80,1116,817,199,175,28,16,4.03,1.38,0,7.33,0.51,0.29
07/05/2023 06:00,1205,802,150,180,80,80,1130,851,199,182,82,56,4.01,0.92,0,8,4,5
07/05/2023 10:00,1180,779,150,180,80,80,1040,891,199,182,82,60,5.48,2.27,0,8,4,5
07/05/2023 14:00,1127,846,150,180,80,80,1077,889,199,182,70,86,3.76,2.26,0,8,4.49,0
07/05/2023 18:00,1128,846,150,180,80,80,958,686,199,180,66,47,3.27,1.28,0,8,4.49,5.49
07/05/2023 22:00,1022,665,150,180,80,80,1193,806,199,168,38,5,3,1.35,0,0,4,5
08/05/2023 02:00,1225,828,150,180,80,80,1097,827,199,168,50,64,4.3,1.35,0,0,0.32,0.64
08/05/2023 06:00,1235,848,150,180,80,80,1057,775,199,175,62,57,4.2,0.8,0,7.04,5.49,4.49
08/05/2023 10:00,1216,808,150,180,80,80,1113,687,199,175,38,35,8,0.64,0,7.23,4,5
08/05/2023 14:00,1123,688,150,180,80,80,1086,687,199,177,30,30,4.2,1.03,0,7.25,0.48,0.48
08/05/2023 18:00,1133,695,150,180,80,80,951,682,199,176,80,44,3.27,0.66,0,8,4.08,5.08
08/05/2023 22:00,1128,696,150,180,80,80,1063,794,197,168,99,60,3.5,1.62,0,0,0,4
09/05/2023 02:00,1143,735,150,180,80,80,1209,801,165,144,9,9,2.78,1.2,4,7.03,6.5,5.5
09/05/2023 06:00,1152,755,150,180,80,80,951,670,197,180,94,82,3.44,1.56,0,8,0.38,0.38
09/05/2023 10:00,996,670,150,180,80,80,1020,647,165,145,75,67,3.73,0.77,4,7.44,0.38,0.38
09/05/2023 14:00,954,652,150,180,80,80,1015,667,197,180,60,52,3.66,0.84,0,8,5.37,5.14
09/05/2023 18:00,955,665,150,180,80,80,1004,664,197,174,99,56,2.33,0.53,0,7.13,0,4
09/05/2023 22:00,956,646,150,180,80,80,1191,794,172,142,46,28,3,0.96,0,8,8.4,4
10/05/2023 02:00,1140,741,150,180,80,80,1208,805,172,142,13,12,3,0.9,0,8,3.7,0
10/05/2023 06:00,1164,763,150,180,80,80,1047,766,191,162,86,84,3.82,1.28,0,8,2.5,2.5
10/05/2023 10:00,1047,675,150,180,80,80,1071,762,172,146,21,21,3.26,0.77,0,7.19,6.75,6.75
10/05/2023 14:00,968,647,150,180,80,80,1067,770,192,162,81,31,3.21,2.31,0,8,2.5,6
10/05/2023 18:00,984,667,150,180,80,80,967,646,174,153,82,60,3.26,1.03,3,8,3.97,4.48
10/05/2023 22:00,937,637,150,180,80,80,1162,760,200,174,71,60,3,1.71,0,8,4.49,4.5
11/05/2023 02:00,1096,714,150,180,80,80,1069,775,200,176,73,66,4.18,1.44,0,11,3,4
11/05/2023 06:00,1112,756,150,180,80,80,949,657,200,179,85,70,3.67,1.05,0,12,3.31,3.69
11/05/2023 10:00,963,667,150,180,80,80,992,661,200,175,78,70,3.72,1.86,0,10,3.5,3.5
11/05/2023 14:00,931,642,150,180,80,80,981,655,200,176,71,67,3,2.47,0,12,3.99,4
11/05/2023 18:00,940,657,150,180,80,80,947,650,200,175,76,67,3,1.12,0,10,4.21,4.07
11/05/2023 22:00,919,635,150,180,80,80,1194,776,196,174,91,38,3.29,1.21,0,8,2,4
12/05/2023 02:00,1111,721,150,180,80,80,1188,790,200,174,74,45,3.78,2.56,0,8,2.5,2.5
12/05/2023 06:00,1156,757,150,180,80,80,1087,726,196,180,80,70,4.06,1.18,0,8,3,4
12/05/2023 10:00,1036,667,150,180,80,80,1073,797,196,167,77,66,4.84,0.68,0,7.47,3.17,4
12/05/2023 14:00,1033,655,150,180,80,80,1105,801,196,174,60,53,3,2.38,0,8,3.99,4
12/05/2023 18:00,1053,774,150,180,80,80,954,662,200,180,82,56,3,1.61,0,8,3.4,4
12/05/2023 22:00,1006,656,150,180,80,80,1117,748,200,178,36,14,3.01,0.99,0,8,7,0
13/05/2023 02:00,1175,766,150,180,80,80,1130,785,199,180,52,44,4.38,0.52,0,8,5,0.3
13/05/2023 06:00,1205,798,150,180,80,80,1007,699,200,179,62,61,2.33,0.71,0,10,5,4
13/05/2023 10:00,1154,749,150,180,80,80,970,790,200,178,47,34,2.15,2.15,0,8,7,4
13/05/2023 14:00,1124,838,150,180,80,80,969,688,200,179,61,54,3,0.66,0,10,3.75,3.33
13/05/2023 18:00,1143,855,150,180,80,80,961,674,200,182,62,43,2,0.98,0,8,4.91,6.09
13/05/2023 22:00,1019,672,150,180,80,80,1201,805,200,178,54,18,3.29,1.53,0,8,7.22,4.28
14/05/2023 02:00,1149,757,150,180,80,80,1126,828,200,180,67,17,3.78,2,0,8,4,4
14/05/2023 06:00,1185,798,150,180,80,80,1160,890,200,178,71,65,4.06,0.94,0,8,3.5,4
14/05/2023 10:00,1166,780,150,180,80,80,1064,887,200,178,70,54,4.84,1.27,0,8,4.73,4.77
14/05/2023 14:00,1110,833,150,180,80,80,1113,885,200,178,61,55,3.2,3.2,0,8,1.9,4
14/05/2023 18:00,1118,836,150,180,80,80,1065,691,200,178,71,54,3.86,1.47,0,8,4.01,4.99
14/05/2023 22:00,1074,683,150,180,80,80,1134,776,181,159,65,46,3.29,1.92,0,8,5.94,4
15/05/2023 02:00,1209,801,150,180,80,80,1208,790,194,172,50,29,2.88,1.92,0,8,7,3.5
15/05/2023 06:00,1224,824,150,180,80,80,1087,726,189,168,79,71,4.06,0.91,0,10,4.52,3.88
15/05/2023 10:00,1124,751,150,180,80,80,1089,797,199,165,67,66,4.91,0.6,0,7.28,4.3,4
15/05/2023 14:00,1130,797,150,180,80,80,1132,801,198,174,50,44,3,2,0,8,5.7,5.8
15/05/2023 18:00,1136,797,150,180,80,80,1072,662,181,165,66,50,3,1.3,0,8,3.7,6
15/05/2023 22:00,1079,653,150,180,80,80,1195,788,200,180,25,18,2,1.9,0,8,7,4
16/05/2023 02:00,1203,781,150,180,80,80,1194,802,200,176,25,18,3.99,0.45,0,8,7,4
16/05/2023 06:00,1212,800,150,180,80,80,1032,809,200,182,71,65,4.87,1.83,0,8,4.25,4.25
16/05/2023 10:00,1150,772,150,180,80,80,1005,814,200,170,70,54,4.03,0.7,0,6,3.63,3.63
16/05/2023 14:00,1114,790,150,180,80,80,1048,790,200,170,70,63,3.12,2.43,0,6,3.71,3.29
16/05/2023 18:00,1107,784,150,180,80,80,1016,654,180,158,71,47,4.51,0.63,0,8,3.5,6
16/05/2023 22:00,1009,647,150,180,80,80,1118,779,172,178,76,68,3.82,1.08,0,8,4,2
17/05/2023 02:00,1128,732,150,180,80,80,1156,793,171,183,53,20,4.32,0.5,0,8,3.5,0
17/05/2023 06:00,1139,747,150,180,80,80,1037,716,198,179,64,68,4.2,1.51,0,14,4.99,4
17/05/2023 10:00,1014,673,150,180,80,80,1040,777,197,172,50,50,2.93,1.17,0,8,4.75,4.75
17/05/2023 14:00,975,664,150,180,80,80,1035,790,171,183,56,32,3.41,1.41,0,8,4,4.5
17/05/2023 18:00,985,661,150,180,80,80,1003,651,157,139,31,22,2.93,1.28,6.23,16,7,6
17/05/2023 22:00,959,644,150,180,80,80,1135,778,137,127,74,39,4.79,0.69,3,12,4.07,2.63
18/05/2023 02:00,1137,741,150,180,80,80,1115,788,199,177,80,38,3.05,1.64,0,8,4.26,1.2
18/05/2023 06:00,1153,758,150,180,80,80,986,783,200,186,88,70,4.49,0.69,0,7.23,2.73,4.45
18/05/2023 10:00,1015,669,150,180,80,80,1043,822,200,176,64,58,3.99,1.17,0,8,3.5,4
18/05/2023 14:00,998,769,150,180,80,80,1036,776,183,168,57,33,3.84,1.06,0,12,3.8,5.2
18/05/2023 18:00,1005,665,150,180,80,80,939,647,199,182,76,76,4.5,1.2,0,8,3.5,4
18/05/2023 22:00,955,643,150,180,80,80,1186,781,198,194,70,59,3.72,0.85,0,3,4.5,2.1
19/05/2023 02:00,1107,723,150,180,80,80,1045,787,200,190,70,59,4.81,2,0,4,4.68,1.56
19/05/2023 06:00,1131,766,150,180,80,80,1033,762,200,175,70,70,2.3,2.3,0,12,4.49,4.49
19/05/2023 10:00,1010,672,150,180,80,80,1030,782,199,194,64,64,4.01,0.96,0,3,4.29,4.21
19/05/2023 14:00,970,662,150,180,80,80,958,771,200,190,88,60,3.99,1.14,0,4,2.2,3.5
19/05/2023 18:00,983,660,150,180,80,80,1028,657,198,193,69,69,2.27,2.27,0,3,4.49,4.49
19/05/2023 22:00,977,655,150,180,80,80,1199,792,185,185,46,21,3,1.05,0,7.07,5.25,0
20/05/2023 02:00,1135,741,150,180,80,80,1179,812,185,184,46,25,3.5,0.87,0,7.02,5.25,3.5
20/05/2023 06:00,1178,785,150,180,80,80,1179,884,185,188,52,50,3.8,0.67,0,7.47,5.25,4.75
20/05/2023 10:00,1148,828,150,180,80,80,1196,914,185,184,66,64,4.4,0.62,0,7.39,5.25,4.05
