GMT Time,Volume Requirements Forecast - DC-H - GB (MW),Volume Requirements Forecast - DC-L - GB (MW),Volume Requirements Forecast - DR-H - GB (MW),Volume Requirements Forecast - DR-L - GB (MW),Volume Requirements Forecast - DM-H - GB (MW),Volume Requirements Forecast - DM-L - GB (MW),Ancillary Volume Accepted - DC-H - GB (MW),Ancillary Volume Accepted - DC-L - GB (MW),Ancillary Volume Accepted - DR-H - GB (MW),Ancillary Volume Accepted - DR-L - GB (MW),Ancillary Volume Accepted - DM-H - GB (MW),Ancillary Volume Accepted - DM-L - GB (MW),Ancillary Price - DC-H - GB (£/MW/h),Ancillary Price - DC-L - GB (£/MW/h),Ancillary Price - DR-H - GB (£/MW/h),Ancillary Price - DR-L - GB (£/MW/h),Ancillary Price - DM-H - GB (£/MW/h),Ancillary Price - DM-L - GB (£/MW/h)
12/01/2023 03:00,729,712,80,80,80,80,787,777,75,22,17,6,18.89,4.38,10,3,5.86,1.42
12/01/2023 07:00,740,712,80,80,80,80,621,626,87,38,88,15,5.95,6.99,10,15,1.11,4.52
12/01/2023 11:00,542,515,80,80,80,80,597,582,100,42,87,12,6.95,3.09,0,11.42,0,2.59
12/01/2023 15:00,466,458,80,80,80,80,630,708,84,1,96,,1.12,19.48,14.5,0.5,1.04,
12/01/2023 19:00,474,594,80,80,80,80,709,758,90,40,98,12,10.25,14.6,10,11.47,1.04,2.09
12/01/2023 23:00,688,725,80,80,80,80,808,788,63,19,54,,1.5,3,0,5,6.1,
13/01/2023 03:00,815,767,80,80,80,80,808,799,82,18,17,,15.38,2.52,10.5,3,6,
13/01/2023 07:00,833,773,80,80,80,80,673,634,80,34,49,,1.46,2.62,20,11.36,7.12,
13/01/2023 11:00,697,643,80,80,80,80,654,600,98,42,43,,1.24,2.49,0,11.44,7.02,
13/01/2023 15:00,532,483,80,80,80,80,606,726,70,6,49,,0.71,7.3,25,0,6.87,
13/01/2023 19:00,513,614,80,80,80,80,657,621,90,32,69,,1.24,2.9,10.7,12,6.92,
13/01/2023 23:00,583,605,80,80,80,80,655,757,87,18,36,,1.11,4.16,5,3,6.1,
14/01/2023 03:00,737,723,80,80,80,80,662,771,87,17,,,7.95,4.95,5,0,,
14/01/2023 07:00,826,764,80,80,80,80,617,711,88,17,49,,4.52,7.45,8.5,0,7.12,
14/01/2023 11:00,770,726,80,80,80,80,556,626,97,29,43,,4.95,2.95,0,0,7.02,
14/01/2023 15:00,615,509,80,80,80,80,624,630,82,,49,,14.69,2.66,20,,6.87,
14/01/2023 19:00,620,645,80,80,80,80,721,702,88,14,49,,14.41,4.59,10,0,6.92,
14/01/2023 23:00,740,743,80,80,80,80,814,818,77,20,55,,4.75,2.53,1.72,5,6,
15/01/2023 03:00,813,764,80,80,80,80,733,828,77,20,17,,6.7,4.95,0.43,5,6,
15/01/2023 07:00,836,778,80,80,80,80,816,779,95,19,68,,5.3,19.42,0,5,4.5,
15/01/2023 11:00,798,740,80,80,80,80,583,649,95,19,62,,4.08,2.95,0,5,4.5,
15/01/2023 15:00,556,511,80,80,80,80,447,638,100,17,68,,1.55,10.35,0,0,4.5,
15/01/2023 19:00,454,612,80,80,80,80,498,636,100,18,68,,1.05,2.96,0,5,6,
15/01/2023 23:00,498,604,80,80,80,80,719,797,100,35,52,,1.2,2.53,0,15,6,
16/01/2023 03:00,599,516,80,80,80,80,719,802,100,34,52,,8.69,3.97,0,10.96,6,
16/01/2023 07:00,641,574,80,80,80,80,480,591,100,34,69,,1,3.1,0,20,6.99,
16/01/2023 11:00,462,499,80,80,80,80,414,430,85,34,59,,1,1.5,0,20,7.12,
16/01/2023 15:00,363,322,80,80,80,80,359,419,49,,49,,14.29,32.89,40,,7.05,
16/01/2023 19:00,354,448,80,80,80,80,470,583,82,26,49,,0.01,8.9,15,25,7.02,
16/01/2023 23:00,431,569,80,80,80,80,605,493,100,34,83,,1.16,1.1,0,12.5,2.1,
17/01/2023 03:00,515,436,80,80,80,80,623,564,78,31,52,,1.83,2.5,20,16.21,6,
17/01/2023 07:00,545,541,80,80,80,80,443,487,99,38,93,,1.25,3.01,0,18.76,2.1,
17/01/2023 11:00,402,361,80,80,80,80,381,318,68,17,87,,2.1,2.19,25,13.89,2.1,
17/01/2023 15:00,339,307,80,80,80,80,367,416,49,,,,0.01,29.8,30,,,
17/01/2023 19:00,336,436,80,80,80,80,538,586,67,25,92,,0.01,4.6,23,17.24,2.1,
17/01/2023 23:00,425,560,80,80,80,80,752,710,89,17,56,,2.35,2.35,2.02,0.78,7.48,
18/01/2023 03:00,635,515,80,80,80,80,752,719,91,17,55,,15.43,3.86,2.02,0.78,6,
18/01/2023 07:00,677,653,80,80,80,80,485,467,100,38,89,37,3,3.14,0,18.76,0,0
18/01/2023 11:00,471,473,80,80,80,80,427,431,75,24,70,30,1.5,1.58,15,15.89,0.5,0.6
18/01/2023 15:00,385,425,80,80,80,80,409,548,26,,,,0.01,22.19,14,,,
18/01/2023 19:00,385,559,80,80,80,80,613,598,82,21,89,,1.01,3,15,17.24,0,
18/01/2023 23:00,530,579,80,80,80,80,708,677,96,31,55,,5.82,2.37,2.02,0.78,6.58,
19/01/2023 03:00,656,525,80,80,80,80,726,685,100,11,54,,4.75,1.95,0,0,6,
19/01/2023 07:00,665,548,80,80,80,80,428,455,100,41,87,,0.56,2.76,0,20.54,1,
19/01/2023 11:00,428,464,80,80,80,80,380,416,98,26,86,,0.82,3.09,3.05,17.99,1,
19/01/2023 15:00,339,306,80,80,80,80,353,434,25,,,,2,6.08,25,,,
19/01/2023 19:00,336,436,80,80,80,80,468,580,89,25,87,,0.04,4.97,0,19.02,1,
19/01/2023 23:00,406,453,80,80,80,80,683,756,97,36,55,,1.99,2.46,0,8,6.58,
20/01/2023 03:00,521,438,80,80,80,80,690,776,100,44,54,,6.17,2.54,0,15,6,
20/01/2023 07:00,544,538,80,80,80,80,426,580,99,37,93,,1,4.38,0,24.42,0.62,
20/01/2023 11:00,400,361,80,80,80,80,379,540,88,35,86,,0,2.94,10,19.87,0.62,
20/01/2023 15:00,347,316,80,80,80,80,371,650,47,,,,0,25,5,,,
20/01/2023 19:00,343,444,80,80,80,80,442,683,98,32,91,,0.8,4,3.99,22,0.62,
20/01/2023 23:00,412,457,80,80,80,80,587,490,97,44,55,,0.93,0.98,0,14,6,
21/01/2023 03:00,529,446,80,80,80,80,637,589,93,31,55,,0.84,2.04,5,14,6,
21/01/2023 07:00,591,551,80,80,80,80,540,555,100,46,49,,1.52,3.31,0,22,9.62,
21/01/2023 11:00,512,524,80,80,80,80,425,383,96,54,41,,1.72,1.74,0,23.89,8.59,
21/01/2023 15:00,409,361,80,80,80,80,422,510,100,20,,,0.84,3.04,1.06,0.24,,
21/01/2023 19:00,413,497,80,80,80,80,487,615,95,50,49,,0.43,2.75,5,25.92,8.14,
21/01/2023 23:00,480,588,80,80,80,80,725,793,98,53,59,1,0.74,2.1,0,10.5,8.22,3.28
22/01/2023 03:00,608,510,80,80,80,80,761,819,98,52,60,7,0.8,2.04,0,10,7.7,2.8
22/01/2023 07:00,644,566,80,80,80,80,688,756,98,60,68,,2.5,5.97,0,17,6,
22/01/2023 11:00,588,550,80,80,80,80,476,662,96,63,60,,1.33,3.09,5,22.5,6,
22/01/2023 15:00,405,360,80,80,80,80,428,683,100,52,68,,0,6.17,0,35,6,
22/01/2023 19:00,391,486,80,80,80,80,515,713,96,68,68,,1.02,2.9,0,28.67,6,
22/01/2023 23:00,439,477,80,80,80,80,467,616,96,60,61,8,0.01,2.06,0,24.08,6,4.9
23/01/2023 03:00,529,457,80,80,80,80,466,676,100,57,61,8,1.57,2.54,0,26.75,6,5.05
23/01/2023 07:00,549,551,80,80,80,80,325,603,93,60,57,8,1.25,3.42,10,33.3,9.62,4.01
23/01/2023 11:00,408,370,80,80,80,80,238,629,97,61,41,,0,3.09,0,30.01,8.59,
23/01/2023 15:00,339,308,80,80,80,80,230,625,44,,,,0,44.85,20,,,
23/01/2023 19:00,340,441,80,80,80,80,351,686,100,48,49,,0.21,4,0,33.78,8.14,
23/01/2023 23:00,403,451,80,80,80,80,718,583,90,60,64,11,1.2,2.5,0,24.58,6,6.5
24/01/2023 03:00,496,422,80,80,80,80,724,658,100,60,55,,4.68,1.89,0,27.18,7.54,
24/01/2023 07:00,521,541,80,80,80,80,543,614,100,50,59,10,1,2.77,0,33.04,8.3,3.76
24/01/2023 11:00,399,363,80,80,80,80,473,630,100,50,82,2,0.5,1.9,0,32.29,5.38,6.66
24/01/2023 15:00,333,302,80,80,80,80,388,537,72,6,,,3.47,25,20,0,,
24/01/2023 19:00,332,433,80,80,80,80,628,582,100,50,90,,0.8,6.54,0,34.1,0,
24/01/2023 23:00,414,456,80,80,80,80,657,753,97,50,89,24,1.02,2.5,0,25.05,0,6.5
25/01/2023 03:00,597,496,80,80,80,80,673,787,96,68,56,3,1.78,2.9,0,23.25,6.85,6.85
25/01/2023 07:00,637,553,80,80,80,80,456,692,97,48,92,1,2.19,4.86,3.6,27.4,0.6,8
25/01/2023 11:00,457,482,80,80,80,80,400,639,90,60,61,11,1.06,5.81,0,28.66,6.15,8
25/01/2023 15:00,363,316,80,80,80,80,397,772,78,40,90,,0,14.5,15,34.6,0.6,
25/01/2023 19:00,361,449,80,80,80,80,586,821,100,50,94,,1.38,4.4,0,29.26,0.6,
25/01/2023 23:00,508,582,80,80,80,80,633,720,97,42,77,,0.8,2.5,0,8.93,0.55,
26/01/2023 03:00,656,541,80,80,80,80,638,724,100,54,54,,1.81,2.5,0,10,6,
26/01/2023 07:00,670,563,80,80,80,80,350,471,98,60,95,,0.18,2.76,0,24.11,0.55,
26/01/2023 11:00,463,490,80,80,80,80,260,432,96,63,85,,1.3,2.18,0,21.92,0.55,
26/01/2023 15:00,372,333,80,80,80,80,246,448,100,18,20,,0.5,2.18,1.99,0.42,4,
26/01/2023 19:00,364,460,80,80,80,80,371,587,100,61,95,,0.01,4.6,0,23.17,0.55,
26/01/2023 23:00,432,470,80,80,80,80,673,537,97,83,84,13,0.79,1.16,0,12.7,1.31,0.9
27/01/2023 03:00,561,474,80,80,80,80,690,559,100,72,46,10,1.91,1.95,0,11.58,6.25,6.25
27/01/2023 07:00,587,554,80,80,80,80,432,635,99,64,96,,1,5.87,0,25.75,0.81,
27/01/2023 11:00,431,385,80,80,80,80,402,649,100,79,91,3,0.76,6.7,0,20,2.44,7.34
27/01/2023 15:00,369,337,80,80,80,80,399,664,94,52,96,,0.5,16.92,0,31.95,0.81,
27/01/2023 19:00,368,469,80,80,80,80,465,591,99,58,96,,1.08,2.93,0,29.49,0.81,
27/01/2023 23:00,436,477,80,80,80,80,462,504,98,60,84,,0.49,1.46,0,21,0.49,
28/01/2023 03:00,529,460,80,80,80,80,482,551,96,70,54,9,0.84,2.04,0,15,6.58,5.27
28/01/2023 07:00,566,561,80,80,80,80,414,506,99,70,80,3,0.62,2.32,0,22.07,5.4,6.25
28/01/2023 11:00,492,536,80,80,80,80,321,452,99,66,41,,0.01,1.49,0,21.5,7.58,
28/01/2023 15:00,407,370,80,80,80,80,300,475,98,63,93,,0.01,3.17,0,26.63,0.49,
28/01/2023 19:00,405,501,80,80,80,80,417,493,98,60,93,5,0.01,2,0,21.7,0.65,0.13
28/01/2023 23:00,461,594,80,80,80,80,753,729,98,58,81,,1.71,2.23,0,15,0.42,
29/01/2023 03:00,644,543,80,80,80,80,746,757,98,69,79,6,6,2.49,3.23,10.39,4.75,1.9
29/01/2023 07:00,716,697,80,80,80,80,629,714,93,44,93,,0.64,3.23,0,15,0.42,
29/01/2023 11:00,696,672,80,80,80,80,562,617,99,60,70,1,0.82,1.95,0,21.6,5.81,6.21
29/01/2023 15:00,582,500,80,80,80,80,668,723,97,65,49,,0.65,7.39,0,22.82,7.58,
29/01/2023 19:00,580,631,80,80,80,80,744,769,98,40,49,,1.95,2.95,0,20,6.58,
29/01/2023 23:00,712,730,80,80,80,80,814,799,92,39,37,,1.5,1.66,0,15,6.69,
30/01/2023 03:00,812,763,80,80,80,80,729,802,92,48,37,,6.23,2.68,0,30,6.69,
30/01/2023 07:00,825,762,80,80,80,80,633,576,98,60,50,1,1.98,2.95,0,25.75,7.01,7.01
30/01/2023 11:00,606,508,80,80,80,80,429,589,98,75,85,,1.14,1.96,0,16.31,1.14,
30/01/2023 15:00,407,455,80,80,80,80,406,495,90,59,93,,2.09,13.3,10,31.95,1.14,
30/01/2023 19:00,394,478,80,80,80,80,577,623,92,61,74,,0.24,2.67,0,24.57,1.14,
30/01/2023 23:00,615,601,80,80,80,80,734,794,98,28,52,,4.38,2.48,0,10,6.66,
31/01/2023 03:00,774,730,80,80,80,80,752,767,98,42,37,,5.64,2.5,0,10.96,7.1,
31/01/2023 07:00,804,740,80,80,80,80,611,620,95,58,90,16,1.2,2.9,5,23.66,0.72,3.67
31/01/2023 11:00,619,506,80,80,80,80,612,605,94,66,91,9,2.5,2.5,0,20.16,2,6.5
31/01/2023 15:00,574,487,80,80,80,80,586,719,91,65,49,,0.8,26.05,0,22.66,7.66,
31/01/2023 19:00,556,614,80,80,80,80,681,745,94,39,60,,2.05,6.43,0,10,0,
31/01/2023 23:00,687,718,80,80,80,80,831,788,100,52,55,,1.21,2.38,0,8,0,
01/02/2023 03:00,798,747,80,80,80,80,708,791,94,59,50,9,6.6,2.5,5,10,0,2.22
01/02/2023 07:00,816,750,80,80,80,80,695,652,100,82,78,,2.63,6.6,0,16.33,1.8,
01/02/2023 11:00,673,623,80,80,80,80,590,507,100,71,80,7,2.05,1.67,0,15,1.8,3.07
01/02/2023 15:00,559,481,80,80,80,80,544,641,100,72,49,,4.26,3.57,0,20,7.66,
01/02/2023 19:00,533,612,80,80,80,80,601,631,100,70,49,,1.12,2.29,0,11.9,7.33,
01/02/2023 23:00,562,602,80,80,80,80,646,630,100,59,77,,0.9,1.61,0,10,2.41,
02/02/2023 03:00,712,586,80,80,80,80,655,705,100,51,54,,1.82,1.94,0,6,7.05,
02/02/2023 07:00,768,638,80,80,80,80,518,675,100,76,93,9,0.55,7.05,0,15.36,1.23,5
02/02/2023 11:00,591,510,80,80,80,80,468,654,96,80,92,17,0.74,2.05,0,13.98,1.84,6.5
02/02/2023 15:00,519,478,80,80,80,80,581,724,100,68,82,13,3.95,22.5,0,20,3.81,6
02/02/2023 19:00,516,612,80,80,80,80,731,763,100,59,82,3,2.23,3.94,0,10,3.71,2.54
02/02/2023 23:00,659,717,80,80,80,80,804,768,96,50,80,,1.37,2.36,0,8,3.78,
03/02/2023 03:00,804,753,80,80,80,80,797,787,94,57,80,3,6.22,2.58,0,10,1.99,2.44
03/02/2023 07:00,816,751,80,80,80,80,682,687,99,82,78,4,2.05,5.68,0,17.35,5.41,4.59
03/02/2023 11:00,635,524,80,80,80,80,613,663,99,88,86,34,3.95,2.12,0,10,3.56,4.99
03/02/2023 15:00,523,488,80,80,80,80,578,634,99,21,,,1.1,2.9,0,35,,
03/02/2023 19:00,516,621,80,80,80,80,679,632,97,80,67,3,1.15,2.05,0,17.5,4.9,2.46
03/02/2023 23:00,603,611,80,80,80,80,781,628,100,50,87,,0.78,1.12,0,17.23,0,
04/02/2023 03:00,687,581,80,80,80,80,815,670,100,45,83,,0.85,1.09,0,17.24,0,
04/02/2023 07:00,733,616,80,80,80,80,740,727,100,60,93,12,0.63,2.33,0,20,0,5
04/02/2023 11:00,672,570,80,80,80,80,632,682,100,69,88,19,1.5,1.5,0,20,3.05,6.65
04/02/2023 15:00,595,525,80,80,80,80,622,704,98,51,51,3,1,8.07,0,26.49,7.54,7.57
04/02/2023 19:00,587,656,80,80,80,80,698,716,100,68,52,4,3.92,2.98,0,16.3,5.5,5.5
04/02/2023 23:00,617,625,80,80,80,80,757,744,100,50,44,,0.94,1.47,0,6,3.65,
05/02/2023 03:00,737,695,80,80,80,80,996,781,100,50,36,,9.51,4.47,0,6,3.47,
05/02/2023 07:00,766,639,80,80,80,80,931,803,98,58,49,,6.16,2.32,0,5,7.87,
05/02/2023 11:00,688,581,80,80,80,80,875,801,99,78,70,,4.24,4.24,0,15.39,0.8,
05/02/2023 15:00,498,522,80,80,80,80,748,597,100,42,67,19,5.93,2.55,0,31.47,6.57,6.84
05/02/2023 19:00,457,639,80,80,80,80,821,600,99,80,49,,6.22,2.29,0,18.9,5.45,
05/02/2023 23:00,480,605,80,80,80,80,773,689,78,34,54,12,4.8,4.13,15,8,3.65,1.26
06/02/2023 03:00,600,519,80,80,80,80,771,761,83,68,38,,16.61,2.35,15,15.61,3.47,
06/02/2023 07:00,629,574,80,80,80,80,734,618,79,54,63,16,4.8,3.68,20,24.01,0,2.95
06/02/2023 11:00,441,393,80,80,80,80,671,637,96,60,45,4,5.7,2.78,0,25,6.87,5.13
06/02/2023 15:00,405,359,80,80,80,80,459,591,61,12,4,4,7.46,4.56,30,15.68,6.75,6.75
06/02/2023 19:00,403,491,80,80,80,80,488,601,89,61,53,4,1.41,7.07,10.55,25,7,7
06/02/2023 23:00,480,584,80,80,80,80,494,565,78,58,38,,0.56,1.98,15,15.05,4.2,
07/02/2023 03:00,598,505,80,80,80,80,498,636,83,61,,,0.86,2.15,15,16.2,,
07/02/2023 07:00,611,559,80,80,80,80,300,755,97,72,76,,0,4.84,0,22.45,5,
07/02/2023 11:00,420,376,80,80,80,80,275,718,99,86,70,1,0.75,7.3,0,15,6,6
07/02/2023 15:00,369,339,80,80,80,80,259,683,49,5,4,4,0,61.36,30,35,8.5,8.5
07/02/2023 19:00,369,472,80,80,80,80,365,593,99,84,77,3,0.1,8.9,0,17.62,5.61,6.69
07/02/2023 23:00,423,466,80,80,80,80,519,567,99,70,49,,0.48,1.09,0,10.85,4.89,
08/02/2023 03:00,579,486,80,80,80,80,542,640,100,79,38,,0.81,2.03,0,17.4,2.89,
08/02/2023 07:00,626,555,80,80,80,80,372,622,100,75,65,12,0.5,3.91,0,15.02,6.89,4.46
08/02/2023 11:00,444,478,80,80,80,80,366,658,95,69,84,10,0.48,2.1,0,18.4,0.48,3.48
08/02/2023 15:00,430,455,80,80,80,80,329,605,57,29,48,,0.8,11.12,25,15.47,8.89,
08/02/2023 19:00,433,591,80,80,80,80,474,610,93,69,96,12,0.5,9.28,0,19.4,0.48,2.62
08/02/2023 23:00,523,582,80,80,80,80,699,574,100,88,55,15,1.68,1.96,0,8.94,6.28,6.28
09/02/2023 03:00,664,543,80,80,80,80,715,693,100,87,40,4,2.16,2.02,0,10.85,7.67,7.33
09/02/2023 07:00,683,561,80,80,80,80,503,512,100,89,92,36,0.84,2.76,0,10.67,2.06,5.6
09/02/2023 11:00,463,482,80,80,80,80,465,498,100,88,75,41,0.68,1.96,0,8.7,2.89,5.4
09/02/2023 15:00,407,357,80,80,80,80,392,615,82,28,65,7,5,30,19.46,33.55,0,6.2
09/02/2023 19:00,403,488,80,80,80,80,469,605,100,89,74,,0.87,4,0,10,3,
09/02/2023 23:00,446,581,80,80,80,80,702,672,100,84,80,30,0.89,1.15,0,6,3.79,2.9
10/02/2023 03:00,625,519,80,80,80,80,718,759,100,85,79,32,1.83,2.02,0,9,3.31,3.84
10/02/2023 07:00,678,561,80,80,80,80,571,559,100,86,96,30,0.92,2.76,0,12,1.57,5.84
10/02/2023 11:00,501,493,80,80,80,80,561,546,100,85,88,39,0.75,1.55,0,9,1.75,5.45
10/02/2023 15:00,494,475,80,80,80,80,539,623,100,89,49,,0.65,2.52,0,10.88,2.45,
10/02/2023 19:00,495,609,80,80,80,80,690,747,100,88,64,16,0.85,2.79,0,8.97,4.82,4.82
10/02/2023 23:00,612,607,80,80,80,80,658,754,100,83,96,19,0.77,1.38,0,3,0.81,0.55
11/02/2023 03:00,728,684,80,80,80,80,673,779,100,83,100,24,0.85,4.59,0,3,0.54,0.96
11/02/2023 07:00,756,620,80,80,80,80,620,740,100,83,93,6,0.64,2.33,0,3,0,2.16
11/02/2023 11:00,674,560,80,80,80,80,464,684,100,90,98,66,1.2,1.72,0,6,0.5,3.84
