GMT Time,Generation - Fuel - Biomass - GB (MW),Generation - Fuel - CCGT - GB (MW),Generation - Fuel - Coal - GB (MW),Generation - Fuel - Hydro - GB (MW),Generation - Fuel - Nuclear - GB (MW),Generation - Fuel - OCGT - GB (MW),Generation - Fuel - Oil - GB (MW),Generation - Fuel - Pumped Storage - GB (MW),Generation - Fuel - Wind - GB (MW),Generation - Fuel - Interconnectors - GB (MW)
02/01/2024 04:00,1067,2827,229,409,4661,2,0,-1620,13245,-1946
02/01/2024 04:30,1105,2850,243,412,4664,0,0,-1550,13041,-1902
02/01/2024 05:00,1118,3059,300,428,4666,0,0,-1410,12635,-1154
02/01/2024 05:30,1115,3308,260,437,4661,0,0,-1324,12711,-998
02/01/2024 06:00,1133,3675,256,473,4654,1,0,-590,12764,148
02/01/2024 06:30,1389,4525,257,473,4653,0,0,-26,12323,326
02/01/2024 07:00,1708,5825,249,471,4650,1,0,-180,11925,2004
02/01/2024 07:30,2004,6947,260,470,4650,0,0,-128,11711,2226
02/01/2024 08:00,2140,6583,237,506,4651,1,0,-374,11866,4458
02/01/2024 08:30,2386,7757,232,533,4650,3,0,-132,12035,4590
02/01/2024 09:00,2747,8946,131,645,4650,2,0,-32,11505,4962
02/01/2024 09:30,2865,10316,0,614,4658,3,0,194,10760,5000
02/01/2024 10:00,2920,11205,0,629,4661,2,0,-82,10399,5090
02/01/2024 10:30,2947,11772,0,639,4661,3,0,430,9546,5150
02/01/2024 11:00,2950,12521,0,646,4680,3,0,410,8795,5252
02/01/2024 11:30,2963,12433,0,853,4665,1,0,316,8667,5972
02/01/2024 12:00,2966,12919,0,1022,4668,0,0,520,8281,5900
02/01/2024 12:30,2978,13166,0,1021,4669,0,0,712,7557,6036
02/01/2024 13:00,2972,13356,0,1012,4661,0,0,754,7344,6062
02/01/2024 13:30,2962,13448,0,963,4660,0,0,512,7180,6130
02/01/2024 14:00,2936,13540,0,974,4661,0,0,444,7249,5718
02/01/2024 14:30,2944,13311,0,895,4655,0,0,328,7672,5700
02/01/2024 15:00,2952,12841,0,911,4657,0,0,696,7870,6212
02/01/2024 15:30,2949,12851,0,936,4653,0,0,892,8115,6058
02/01/2024 16:00,2952,12937,0,1081,4655,2,0,1314,8208,5720
02/01/2024 16:30,2953,13024,0,1093,4657,1,0,1416,8935,5476
02/01/2024 17:00,2958,12900,0,1100,4653,0,0,1474,9635,5434
02/01/2024 17:30,2955,12612,0,1105,4657,1,0,1524,9771,5430
02/01/2024 18:00,2956,11962,0,1103,4663,1,0,1252,10183,5372
02/01/2024 18:30,2956,11484,0,1100,4663,2,0,1174,10043,5370
02/01/2024 19:00,2947,10773,0,1077,4662,1,0,732,9919,5426
02/01/2024 19:30,2953,9881,0,882,4668,0,0,226,10271,5384
02/01/2024 20:00,2953,8744,0,715,4664,0,0,132,11051,4870
02/01/2024 20:30,2953,7619,0,702,4661,0,0,226,11338,4806
02/01/2024 21:00,2952,6714,0,767,4666,0,0,144,11263,4420
02/01/2024 21:30,2907,5609,0,656,4661,0,0,-20,11467,4338
02/01/2024 22:00,2612,4249,13,614,4662,0,0,22,11480,4616
02/01/2024 22:30,1709,3464,150,538,4664,1,0,-22,11364,4660
02/01/2024 23:00,893,3541,229,517,4664,1,0,-526,10992,4106
02/01/2024 23:30,891,3375,230,509,4665,0,0,-878,10922,4102
03/01/2024 00:00,916,3246,230,472,4656,0,0,-1242,10672,4678
03/01/2024 00:30,915,3024,231,463,4655,0,0,-1302,10530,4864
03/01/2024 01:00,903,2984,229,432,4652,0,0,-1252,10293,5180
03/01/2024 01:30,890,2916,230,429,4655,0,0,-1330,10418,5030
03/01/2024 02:00,924,3151,230,527,4650,0,0,-1140,10226,4120
03/01/2024 02:30,926,3334,230,475,4649,0,0,-1196,9940,4058
03/01/2024 03:00,900,3789,229,424,4653,0,0,-1228,10059,3594
03/01/2024 03:30,921,3601,230,420,4654,0,0,-1214,9889,3576
03/01/2024 04:00,911,3840,229,420,4655,0,0,-1126,9599,3530
03/01/2024 04:30,893,4029,230,419,4662,0,0,-1212,9680,3556
03/01/2024 05:00,890,3898,230,405,4664,0,0,-1000,9463,3916
03/01/2024 05:30,891,4132,230,404,4665,0,0,-706,9484,3986
03/01/2024 06:00,1391,4602,230,453,4656,0,0,-154,9387,5008
03/01/2024 06:30,2079,5909,249,453,4655,1,0,-26,9326,5038
03/01/2024 07:00,2420,7727,56,467,4659,2,0,316,8927,5436
03/01/2024 07:30,2650,9607,0,460,4662,2,0,-2,8565,5290
03/01/2024 08:00,2721,10422,0,492,4651,0,0,-16,8396,5956
03/01/2024 08:30,2696,11523,0,712,4655,13,0,252,7841,5980
03/01/2024 09:00,2698,11888,0,850,4655,49,0,540,7245,6102
03/01/2024 09:30,2711,11988,0,884,4655,43,0,740,6934,6104
03/01/2024 10:00,2690,12154,0,885,4660,46,0,698,6794,6194
03/01/2024 10:30,2666,12700,0,875,4661,49,0,720,6620,6216
03/01/2024 11:00,2626,13049,0,731,4660,49,0,366,6484,6390
03/01/2024 11:30,2709,13120,0,709,4663,49,0,324,6258,6504
03/01/2024 12:00,2848,13612,0,662,4658,50,0,356,6200,6518
03/01/2024 12:30,2922,13977,0,658,4660,49,0,276,6088,6534
03/01/2024 13:00,2839,14270,0,605,4658,10,0,230,5823,6740
03/01/2024 13:30,2925,14562,0,607,4661,0,0,156,5825,6786
03/01/2024 14:00,2923,14853,0,694,4655,0,0,448,5928,6364
03/01/2024 14:30,2925,15327,0,700,4656,0,0,306,5826,6304
03/01/2024 15:00,2879,15772,0,648,4660,0,0,780,6052,5582
03/01/2024 15:30,2893,15531,0,669,4656,0,0,1356,6367,5630
03/01/2024 16:00,2893,15909,0,866,4663,2,0,1664,6591,5286
03/01/2024 16:30,2876,16484,0,870,4661,3,0,1540,6805,5318
03/01/2024 17:00,2899,16485,0,724,4656,1,0,1598,7044,5642
03/01/2024 17:30,2906,16502,0,739,4657,40,0,1614,7119,5688
03/01/2024 18:00,2903,16460,0,746,4657,50,0,1448,7192,5726
03/01/2024 18:30,2891,16400,0,750,4657,50,0,698,7171,5690
03/01/2024 19:00,2883,15481,0,743,4656,50,0,218,7131,6640
03/01/2024 19:30,2925,14512,0,746,4656,0,0,-16,7150,6564
03/01/2024 20:00,2936,13278,0,736,4657,0,0,-14,7039,6836
03/01/2024 20:30,2992,11910,0,730,4657,0,0,-14,7005,6546
03/01/2024 21:00,2991,10429,0,659,4654,1,0,170,6945,6528
03/01/2024 21:30,2879,9240,0,632,4661,0,0,102,6773,6472
03/01/2024 22:00,2732,8118,11,605,4653,1,0,166,6611,5624
03/01/2024 22:30,2730,6540,139,602,4655,1,0,56,6680,5680
03/01/2024 23:00,2731,6122,253,581,4654,1,0,298,6813,4042
03/01/2024 23:30,2736,5650,371,577,4655,0,0,-302,6793,4026
04/01/2024 00:00,2851,5433,456,582,4659,2,0,-666,7112,3986
04/01/2024 00:30,3072,5586,383,566,4659,4,0,-1088,7536,4124
04/01/2024 01:00,3081,5359,231,515,4657,0,0,-1458,7743,4476
04/01/2024 01:30,3059,5097,267,503,4658,4,0,-1788,8071,4362
04/01/2024 02:00,3024,4701,380,491,4659,1,0,-2036,8269,4626
04/01/2024 02:30,3025,4428,267,489,4658,1,0,-2026,8255,4638
04/01/2024 03:00,3024,4005,264,489,4659,3,0,-2006,8118,4444
04/01/2024 03:30,3023,4191,238,489,4658,2,0,-2124,7866,4392
04/01/2024 04:00,3023,4256,230,495,4657,4,0,-1984,7666,4048
04/01/2024 04:30,3021,4658,230,494,4668,1,0,-1996,7708,3904
04/01/2024 05:00,3022,4591,230,520,4664,4,0,-1968,7859,3764
04/01/2024 05:30,2962,4907,230,529,4666,3,0,-1822,8218,3984
04/01/2024 06:00,2579,6405,230,556,4660,2,0,-576,8359,3780
04/01/2024 06:30,2506,9200,231,560,4655,2,0,-560,8212,3554
04/01/2024 07:00,3022,14144,230,576,4656,2,0,-262,7815,600
04/01/2024 07:30,3077,17046,237,614,4659,2,0,-378,7266,382
04/01/2024 08:00,3069,17953,294,656,4658,2,0,-358,6880,1172
04/01/2024 08:30,3061,18389,286,647,4660,1,0,76,6898,1232
04/01/2024 09:00,3061,18317,230,724,4660,1,0,-66,6841,2336
04/01/2024 09:30,3065,18832,232,632,4654,0,0,-206,6731,2386
04/01/2024 10:00,3046,18442,238,623,4652,0,0,-306,6394,3124
04/01/2024 10:30,3054,18298,261,641,4647,0,0,-162,6032,3158
04/01/2024 11:00,3041,18309,239,630,4649,0,0,68,5193,4186
04/01/2024 11:30,3037,18851,277,646,4648,0,0,60,4691,4250
04/01/2024 12:00,3048,19239,347,650,4651,0,0,-10,4421,4586
04/01/2024 12:30,3047,19676,357,653,4651,0,0,224,4091,4604
04/01/2024 13:00,3049,19886,412,668,4651,0,0,284,3544,4986
04/01/2024 13:30,3029,20243,504,663,4654,0,0,180,3291,4984
04/01/2024 14:00,3035,20847,672,680,4653,0,0,-16,3394,4710
04/01/2024 14:30,3056,21317,641,680,4651,0,0,628,3168,4648
04/01/2024 15:00,3064,21481,647,690,4654,0,0,1328,2988,4000
04/01/2024 15:30,3096,21374,757,672,4654,0,0,1564,3004,3976
04/01/2024 16:00,3048,21673,832,680,4652,1,0,1436,3039,3444
04/01/2024 16:30,2984,21750,885,949,4652,32,0,1802,3074,3312
04/01/2024 17:00,2892,21679,961,745,4656,100,0,1432,3204,4040
04/01/2024 17:30,2822,21668,962,686,4659,24,0,1568,3277,4056
04/01/2024 18:00,2841,22068,960,681,4651,0,0,1608,3862,3336
04/01/2024 18:30,2816,21747,938,678,4652,0,0,1476,4177,3310
04/01/2024 19:00,2788,20758,836,674,4656,0,0,766,4459,4714
04/01/2024 19:30,2808,19989,508,680,4656,0,0,18,4669,4872
04/01/2024 20:00,2823,19153,351,649,4653,0,0,0,4751,4282
04/01/2024 20:30,2823,18188,23,626,4653,0,0,-18,5048,4262
04/01/2024 21:00,2823,16299,0,520,4655,0,0,-16,5331,4462
04/01/2024 21:30,2754,14535,0,481,4651,0,0,78,5361,4470
04/01/2024 22:00,2704,13160,0,451,4648,1,0,284,5052,4050
04/01/2024 22:30,2828,11703,0,445,4649,1,0,32,5148,4110
04/01/2024 23:00,2770,9572,0,388,4645,1,0,102,5263,4442
04/01/2024 23:30,2764,8695,0,388,4561,2,0,-12,5428,4518
05/01/2024 00:00,2796,8164,0,387,4283,2,0,-668,5740,5058
05/01/2024 00:30,2782,8339,0,384,4275,1,0,-688,5799,5302
05/01/2024 01:00,2833,8778,0,400,4277,1,0,-1080,5813,4632
05/01/2024 01:30,2843,8635,0,397,4280,1,0,-1672,6007,4600
05/01/2024 02:00,2841,8942,0,391,4276,1,0,-1662,5990,3840
05/01/2024 02:30,2842,8381,0,390,4283,1,0,-1678,6535,3826
05/01/2024 03:00,2854,7917,0,389,4278,1,0,-1648,6547,3438
05/01/2024 03:30,2856,7479,0,388,4284,0,0,-1642,6637,3346
05/01/2024 04:00,2846,7239,0,384,4283,1,0,-1632,6416,3190
05/01/2024 04:30,2835,7074,0,365,4285,0,0,-1632,6393,3236
05/01/2024 05:00,2851,6583,0,378,4279,1,0,-864,6485,2642
05/01/2024 05:30,2840,6952,0,380,4284,1,0,-32,7266,2556
05/01/2024 06:00,2815,9336,0,404,4279,0,0,22,7916,2156
05/01/2024 06:30,2757,11869,0,416,4280,0,0,-18,8154,1890
05/01/2024 07:00,2684,15462,0,599,4276,0,0,-60,8250,492
05/01/2024 07:30,2742,16999,0,601,4273,0,0,-18,8265,490
05/01/2024 08:00,2721,16889,0,623,4267,0,0,122,8316,2116
05/01/2024 08:30,2793,17553,0,620,4270,0,0,-20,8672,2302
05/01/2024 09:00,2810,17642,0,654,4264,0,0,54,8545,2960
05/01/2024 09:30,2772,18123,0,667,4268,0,0,-14,8173,2946
05/01/2024 10:00,2803,18237,0,644,4270,0,0,-8,8007,2996
05/01/2024 10:30,2809,18220,0,641,4267,0,0,-16,7973,3030
05/01/2024 11:00,2803,17803,0,642,4269,0,0,-16,8164,3864
05/01/2024 11:30,2796,17750,0,636,4275,0,0,-16,8430,3918
05/01/2024 12:00,2799,17717,0,603,4277,0,0,-12,8539,3706
05/01/2024 12:30,2805,17501,0,604,4280,0,0,-12,8670,3660
05/01/2024 13:00,2806,17919,0,609,4279,0,0,-12,8724,3084
05/01/2024 13:30,2803,17950,0,607,4282,0,0,-12,8771,2976
05/01/2024 14:00,2814,17695,0,627,4284,0,0,-12,8984,2330
05/01/2024 14:30,2825,17479,0,642,4279,0,0,170,8839,2260
05/01/2024 15:00,2837,17185,0,666,4281,0,0,-14,8657,3850
05/01/2024 15:30,2847,17581,0,673,4283,0,0,172,8476,4038
05/01/2024 16:00,2849,17381,0,772,4280,0,0,638,8416,3998
05/01/2024 16:30,2848,17500,0,772,4283,9,0,1284,8259,4066
05/01/2024 17:00,2848,17756,0,784,4284,70,0,1506,7986,4446
05/01/2024 17:30,2811,17760,0,798,4281,4,0,1574,7852,4416
05/01/2024 18:00,2757,17539,0,776,4283,0,0,1430,7790,4840
05/01/2024 18:30,2757,17330,0,786,4280,0,0,1446,7484,4872
05/01/2024 19:00,2757,17035,0,754,4278,0,0,342,7236,5788
05/01/2024 19:30,2759,16336,0,751,4279,0,0,58,7284,5770
05/01/2024 20:00,2798,15850,0,650,4280,0,0,-16,7104,5150
05/01/2024 20:30,2817,14932,0,637,4280,0,0,58,6659,5168
05/01/2024 21:00,2839,13366,0,563,4283,0,0,-12,6579,5666
05/01/2024 21:30,2853,12067,0,533,4279,0,0,-8,6555,5540
05/01/2024 22:00,2818,11557,2,474,4277,1,0,-8,6280,4806
05/01/2024 22:30,2802,10476,101,470,4277,1,0,-8,6020,4712
05/01/2024 23:00,2796,7876,218,445,4279,1,0,-8,5845,6134
05/01/2024 23:30,2772,6612,230,443,4279,1,0,-6,5746,6398
06/01/2024 00:00,2751,5692,230,438,4273,1,0,136,5741,6794
06/01/2024 00:30,2632,5747,230,434,4279,1,0,112,5860,7056
06/01/2024 01:00,2751,5556,230,360,4275,1,0,28,5877,6936
06/01/2024 01:30,2762,5223,230,355,4279,1,0,-32,6004,6826
06/01/2024 02:00,2761,5118,231,353,4257,1,0,-764,6107,6830
06/01/2024 02:30,2717,4970,229,352,4237,2,0,-1264,6127,6856
06/01/2024 03:00,2670,5028,230,332,4219,1,0,-1316,6074,6718
06/01/2024 03:30,2284,4974,229,332,4217,2,0,-1316,5968,6678
06/01/2024 04:00,1999,5329,229,334,4204,2,0,-1316,5871,6390
06/01/2024 04:30,1892,5551,230,343,4189,2,0,-1304,5784,6246
06/01/2024 05:00,2028,6042,230,343,4174,2,0,-984,5734,5564
06/01/2024 05:30,1836,6361,230,350,4155,2,0,-768,5687,5484
06/01/2024 06:00,1855,6790,229,366,4141,2,0,-128,5712,5538
06/01/2024 06:30,1898,7490,230,385,4128,1,0,-10,5868,5370
06/01/2024 07:00,2097,9654,230,464,4121,1,0,-10,6033,3920
06/01/2024 07:30,1962,11189,183,479,4104,1,0,-10,5887,3768
06/01/2024 08:00,2147,13393,0,581,4088,1,0,56,5771,2836
06/01/2024 08:30,2190,14696,0,598,4072,1,0,-8,5610,2878
06/01/2024 09:00,2186,15785,0,659,4055,1,0,-10,5244,3220
06/01/2024 09:30,2187,16252,0,678,4041,0,0,-10,5113,3332
06/01/2024 10:00,2185,16264,0,689,4027,0,0,36,4940,3422
06/01/2024 10:30,2185,16429,0,685,4008,0,0,-10,4782,3084
06/01/2024 11:00,2184,16432,0,632,3994,0,0,72,4696,3200
06/01/2024 11:30,2183,16576,0,720,3974,0,0,68,4599,3240
06/01/2024 12:00,2143,16547,0,817,3966,1,0,436,4362,3044
06/01/2024 12:30,2096,16290,0,684,3950,1,0,-16,4529,3834
06/01/2024 13:00,2058,16506,0,610,3932,0,0,376,4591,3974
06/01/2024 13:30,2065,17056,0,609,3918,0,0,52,4683,3942
06/01/2024 14:00,2067,17294,0,657,3890,36,0,136,4539,3648
06/01/2024 14:30,2085,17363,0,710,3864,100,0,-22,4613,3628
06/01/2024 15:00,2166,17406,0,621,3666,100,0,434,4631,3930
06/01/2024 15:30,2223,17761,10,661,3666,100,0,686,4864,4014
06/01/2024 16:00,2228,17481,188,779,3662,100,0,742,5248,5452
06/01/2024 16:30,2229,18224,257,796,3673,64,0,1232,5194,5532
06/01/2024 17:00,2232,18293,379,892,3676,0,0,1540,5212,5664
06/01/2024 17:30,2232,18132,246,894,3671,0,0,1816,5203,5672
06/01/2024 18:00,2359,18471,229,896,3677,0,0,1636,5050,5586
06/01/2024 18:30,2591,18631,230,895,3678,0,0,1132,4778,5578
06/01/2024 19:00,2828,18291,230,773,3676,0,0,498,4878,5544
06/01/2024 19:30,2882,17601,229,763,3673,0,0,122,4946,5488
06/01/2024 20:00,2860,17344,230,736,3675,0,0,-8,5132,4956
06/01/2024 20:30,2837,16241,230,724,3675,0,0,22,4911,4942
06/01/2024 21:00,2834,15065,259,594,3679,0,0,8,4916,4764
06/01/2024 21:30,2838,14023,243,583,3674,0,0,2,4906,4598
06/01/2024 22:00,2837,13623,267,477,3676,0,0,-6,5090,3962
06/01/2024 22:30,2837,12269,366,468,3676,0,0,8,5275,3862
06/01/2024 23:00,2841,9841,462,444,3676,0,0,10,5175,4786
06/01/2024 23:30,2842,8521,464,443,3677,0,0,-6,5390,4876
07/01/2024 00:00,2838,7810,473,380,3671,0,0,-6,5708,5430
07/01/2024 00:30,2836,8358,524,363,3674,0,0,-144,5552,5490
07/01/2024 01:00,2833,7904,477,312,3663,0,0,-576,5803,5684
07/01/2024 01:30,2833,7427,482,312,3672,0,0,-844,5946,5592
07/01/2024 02:00,2852,7196,479,312,3677,0,0,-856,5904,5368
07/01/2024 02:30,2839,7169,478,306,3678,1,0,-860,5770,5336
07/01/2024 03:00,2743,7342,462,291,3680,1,0,-1184,5881,4806
07/01/2024 03:30,2731,6990,462,290,3678,0,0,-1342,6176,4764
07/01/2024 04:00,2751,6419,502,289,3673,2,0,-1632,6342,4960
07/01/2024 04:30,2752,6493,491,298,3678,1,0,-1638,6066,4946
07/01/2024 05:00,2751,6983,460,298,3680,0,0,-1432,6290,4634
07/01/2024 05:30,2755,6664,460,300,3680,3,0,-1380,6434,4612
07/01/2024 06:00,2758,7125,471,332,3678,3,0,-1306,6402,4602
07/01/2024 06:30,2760,7657,479,352,3676,2,0,-1200,6440,4532
07/01/2024 07:00,2760,8759,489,437,3677,2,0,-330,6138,3556
07/01/2024 07:30,2668,9348,467,455,3677,0,0,-142,6109,3682
07/01/2024 08:00,2663,10378,472,461,3676,0,0,-16,6044,4222
07/01/2024 08:30,2764,11653,537,496,3676,0,0,-16,5612,4374
07/01/2024 09:00,2757,12599,675,487,3678,0,0,-16,5549,4686
07/01/2024 09:30,2757,13519,713,490,3674,0,0,-16,5385,4734
07/01/2024 10:00,2757,14013,709,534,3677,0,0,126,5311,4918
07/01/2024 10:30,2717,14589,724,534,3674,0,0,-8,5015,4980
07/01/2024 11:00,2682,14691,736,491,3676,0,0,-12,4848,5444
07/01/2024 11:30,2729,15152,732,484,3676,0,0,-14,4648,5500
07/01/2024 12:00,2707,15612,719,484,3676,0,0,112,4435,5692
07/01/2024 12:30,2622,15849,723,734,3677,0,0,154,4391,5654
07/01/2024 13:00,2701,16397,800,757,3679,0,0,248,4437,4660
07/01/2024 13:30,2763,16226,746,750,3680,0,0,374,4327,4770
07/01/2024 14:00,2670,16327,761,756,3679,0,0,300,4332,5674
07/01/2024 14:30,2634,17332,838,772,3679,0,0,342,4352,5666
07/01/2024 15:00,2596,18435,863,782,3673,0,0,172,4325,5394
07/01/2024 15:30,2703,19088,764,823,3675,0,0,372,4315,5414
07/01/2024 16:00,2837,19672,768,723,3671,0,0,968,4299,5702
07/01/2024 16:30,2877,20140,854,1022,3671,0,0,1280,4305,5736
07/01/2024 17:00,2908,20397,871,1052,3666,0,0,1226,4316,6192
07/01/2024 17:30,2915,20417,856,1055,3672,0,0,1226,4325,6204
07/01/2024 18:00,2990,19975,717,1051,3668,0,0,1156,4324,6214
07/01/2024 18:30,3004,20258,716,786,3670,0,0,988,4281,6216
07/01/2024 19:00,2998,20223,713,665,3673,0,0,272,4202,6198
07/01/2024 19:30,2817,19619,645,620,3674,0,0,-12,4169,6184
07/01/2024 20:00,2677,19077,421,584,3672,0,0,-14,4032,6098
07/01/2024 20:30,2646,17938,339,579,3678,0,0,-14,4017,6064
07/01/2024 21:00,2573,17453,230,524,3678,0,0,-8,3992,5072
07/01/2024 21:30,2598,16183,230,483,3679,0,0,-6,4030,4932
07/01/2024 22:00,2554,15303,230,447,3682,0,0,-6,3994,4468
07/01/2024 22:30,2027,14102,231,398,3683,1,0,-6,4100,4388
07/01/2024 23:00,1689,11857,230,290,3682,3,0,-154,4242,5426
07/01/2024 23:30,1622,10725,230,288,3677,3,0,-168,4275,5700
08/01/2024 00:00,1522,10591,229,288,3680,3,0,-782,4629,6204
08/01/2024 00:30,1446,10935,230,288,3676,3,0,-880,4730,6336
08/01/2024 01:00,1492,10495,230,285,3675,3,0,-1134,5033,6270
08/01/2024 01:30,1612,9726,230,284,3672,4,0,-1326,5215,6392
08/01/2024 02:00,1694,9605,230,281,3671,4,0,-1644,5342,6508
08/01/2024 02:30,1483,9090,230,277,3654,4,0,-1656,6043,6420
08/01/2024 03:00,1426,8939,230,273,3639,3,0,-1856,6274,6124
08/01/2024 03:30,1393,8902,230,272,3627,4,0,-1856,6533,5970
08/01/2024 04:00,1371,9691,230,272,3611,3,0,-1832,6980,4486
08/01/2024 04:30,1618,9670,251,272,3598,1,0,-1684,6945,4210
08/01/2024 05:00,1594,11641,287,293,3582,0,0,-454,7381,588
08/01/2024 05:30,1549,12967,419,346,3577,0,0,-168,7292,302
08/01/2024 06:00,1758,17288,651,367,3561,0,0,-20,7472,-2246
08/01/2024 06:30,2187,19955,884,386,3548,0,0,-12,7502,-2550
08/01/2024 07:00,2741,21726,1131,548,3535,0,0,174,7640,-2408
08/01/2024 07:30,2973,22460,1267,589,3519,0,0,274,8031,-2352
08/01/2024 08:00,2977,22428,1256,607,3503,0,0,170,8230,-440
08/01/2024 08:30,2972,22457,1292,604,3485,0,0,232,8551,-266
08/01/2024 09:00,2979,21865,1210,499,3467,0,0,196,8833,1524
08/01/2024 09:30,2975,22442,1277,488,3452,0,0,-16,9199,1558
08/01/2024 10:00,2976,23024,1295,460,3452,0,0,66,9334,490
08/01/2024 10:30,2971,23114,1298,456,3448,0,0,78,9545,446
08/01/2024 11:00,2965,23032,1301,387,3451,0,0,124,9777,396
08/01/2024 11:30,2982,23064,1301,385,3451,0,0,80,9986,386
08/01/2024 12:00,2987,22942,1301,367,3454,0,0,-14,10111,828
08/01/2024 12:30,3006,22962,1290,388,3447,0,0,48,10163,864
08/01/2024 13:00,3006,22896,1271,399,3450,0,0,10,10469,1008
08/01/2024 13:30,2942,22954,1331,402,3452,0,0,-14,10499,984
08/01/2024 14:00,2934,23011,1327,581,3454,0,0,-14,10377,276
08/01/2024 14:30,2970,23112,1329,612,3454,0,0,198,10226,156
08/01/2024 15:00,2966,23306,1357,760,3455,0,0,198,10317,-500
