GMT Time,Generation - Fuel - Biomass - GB (MW),Generation - Fuel - CCGT - GB (MW),Generation - Fuel - Coal - GB (MW),Generation - Fuel - Hydro - GB (MW),Generation - Fuel - Nuclear - GB (MW),Generation - Fuel - OCGT - GB (MW),Generation - Fuel - Oil - GB (MW),Generation - Fuel - Pumped Storage - GB (MW),Generation - Fuel - Wind - GB (MW),Generation - Fuel - Interconnectors - GB (MW)
28/01/2024 19:00,3183,6075,350,849,3672,0,0,268,13632,5854
28/01/2024 19:30,3252,5700,348,828,3672,0,0,196,13162,5846
28/01/2024 20:00,3265,5017,265,802,3675,0,0,314,12878,5932
28/01/2024 20:30,3282,4393,234,804,3674,0,0,222,12400,5920
28/01/2024 21:00,3284,3826,282,798,3679,0,0,288,12151,5450
28/01/2024 21:30,3273,3221,318,808,3693,1,0,214,11717,5424
28/01/2024 22:00,3173,2692,236,786,3693,1,0,92,11484,5106
28/01/2024 22:30,2963,2377,237,763,3685,1,0,-110,10969,5064
28/01/2024 23:00,2904,2275,243,758,3687,0,0,-856,10198,5094
28/01/2024 23:30,2961,2289,266,753,3685,0,0,-1136,9898,5086
29/01/2024 00:00,2825,2544,307,728,3686,0,0,-958,9682,5428
29/01/2024 00:30,3240,2988,381,709,3691,1,0,-616,8765,5480
29/01/2024 01:00,3254,3034,458,768,3693,1,0,-634,7980,5706
29/01/2024 01:30,3202,3250,479,837,3691,1,0,-450,6853,5746
29/01/2024 02:00,2901,3608,480,900,3690,3,0,56,6149,5842
29/01/2024 02:30,2918,3803,479,769,3685,5,0,172,5889,5750
29/01/2024 03:00,2909,3910,480,752,3689,4,0,276,5568,5728
29/01/2024 03:30,3068,4088,481,768,3685,6,0,24,4809,5762
29/01/2024 04:00,3197,4325,428,739,3687,7,0,-14,4336,5964
29/01/2024 04:30,2989,4899,457,739,3685,7,0,-2,4145,5810
29/01/2024 05:00,3103,6731,603,769,3686,6,0,196,3962,3896
29/01/2024 05:30,3238,8421,809,755,3685,6,0,-48,3754,3670
29/01/2024 06:00,3222,12557,1011,950,3690,37,0,212,3626,1508
29/01/2024 06:30,3222,15245,1145,790,3688,54,0,68,3748,1274
29/01/2024 07:00,3228,16632,1283,960,3687,54,0,260,4031,2124
29/01/2024 07:30,3252,17357,1349,987,3683,53,0,262,3996,2308
29/01/2024 08:00,3259,17025,1261,985,3684,54,0,512,3909,4756
29/01/2024 08:30,3256,17810,1339,917,3683,54,0,410,3880,4894
29/01/2024 09:00,3264,18010,1357,746,3686,55,0,342,3928,5826
29/01/2024 09:30,3262,18413,1355,837,3684,55,0,334,3582,5874
29/01/2024 10:00,3260,18430,1346,862,3682,55,0,400,3337,5944
29/01/2024 10:30,3258,18322,1334,866,3682,54,0,220,3493,5940
29/01/2024 11:00,3261,18031,1338,786,3680,54,0,188,3669,5730
29/01/2024 11:30,3268,18385,1360,805,3682,55,0,408,3321,5726
29/01/2024 12:00,3269,18806,1355,804,3688,56,0,244,2918,6004
29/01/2024 12:30,3269,18934,1352,801,3687,56,0,-16,3004,6008
29/01/2024 13:00,3273,18931,1181,755,3685,52,0,222,3078,5732
29/01/2024 13:30,3179,18553,1151,765,3688,51,0,270,3405,5704
29/01/2024 14:00,3103,18612,1138,804,3687,54,0,138,3761,5266
29/01/2024 14:30,3107,18667,1010,820,3683,51,0,200,3948,5204
29/01/2024 15:00,3119,19002,1025,963,3686,50,0,992,4342,3674
29/01/2024 15:30,3098,18681,1066,965,3688,51,0,1332,5053,3552
29/01/2024 16:00,3116,18831,1327,1034,3690,50,0,1278,5949,2400
29/01/2024 16:30,3139,18874,1312,1028,3694,51,0,1366,6769,2388
29/01/2024 17:00,3158,18053,1132,1059,3691,52,0,1498,7372,3218
29/01/2024 17:30,3174,17678,1132,916,3693,54,0,1628,7538,3204
29/01/2024 18:00,3164,18066,1197,892,3695,53,0,1498,8035,2086
29/01/2024 18:30,3204,17347,1287,895,3692,52,0,1428,8669,2028
29/01/2024 19:00,3212,16988,1359,834,3697,52,0,312,9019,2494
29/01/2024 19:30,3213,15786,1081,963,3692,52,0,136,9221,2540
29/01/2024 20:00,3214,14632,681,914,3693,53,0,-14,9178,3360
29/01/2024 20:30,3211,13328,628,899,3695,53,0,-14,9171,3410
29/01/2024 21:00,3206,11631,602,755,3695,53,0,-14,9077,3460
29/01/2024 21:30,3196,10165,458,755,3703,51,0,-12,8994,3436
29/01/2024 22:00,3081,9020,477,736,3706,50,0,12,8875,2724
29/01/2024 22:30,3104,7684,361,734,3701,50,0,-12,8784,2702
29/01/2024 23:00,3174,5983,348,715,3706,50,0,-16,8699,2652
29/01/2024 23:30,3094,4914,315,715,3702,50,0,-30,9021,2692
30/01/2024 00:00,2991,4636,250,715,3702,50,0,-894,9135,3942
30/01/2024 00:30,2929,4952,249,712,3707,50,0,-1284,9551,4074
30/01/2024 01:00,2501,4234,237,715,3706,50,0,-1282,9883,4676
30/01/2024 01:30,2236,4095,229,722,3708,50,0,-1590,10064,4704
30/01/2024 02:00,1999,3982,230,724,3707,50,0,-1710,10237,4142
30/01/2024 02:30,1902,4014,229,724,3705,50,0,-1808,10203,4098
30/01/2024 03:00,2222,4029,229,708,3706,50,0,-1898,10370,3284
30/01/2024 03:30,1986,4017,229,673,3705,50,0,-1902,10407,3208
30/01/2024 04:00,2333,4160,229,676,3707,50,0,-1768,10203,2260
30/01/2024 04:30,2452,4187,449,690,3712,51,0,-1754,10038,2112
30/01/2024 05:00,2768,4859,760,688,3709,51,0,-930,10076,410
30/01/2024 05:30,2409,6106,1051,688,3713,51,0,-680,10233,120
30/01/2024 06:00,2656,9960,1266,771,3711,52,0,118,10215,-2302
30/01/2024 06:30,2595,13003,1286,771,3709,52,0,-8,10197,-2548
30/01/2024 07:00,2891,14199,1309,842,3707,52,0,22,10107,-540
30/01/2024 07:30,3155,14116,1139,987,3703,52,0,596,9934,-272
30/01/2024 08:00,3166,13668,1308,942,3702,53,0,226,9672,2494
30/01/2024 08:30,3167,13934,1359,903,3702,53,0,212,9438,2798
30/01/2024 09:00,3170,13326,1361,660,3704,54,0,224,9195,4862
30/01/2024 09:30,3170,13609,1358,645,3705,53,0,110,9069,4958
30/01/2024 10:00,3171,13668,1172,646,3704,54,0,108,9066,5154
30/01/2024 10:30,3171,13660,984,630,3705,54,0,108,9243,5148
30/01/2024 11:00,3169,13897,1210,630,3703,54,0,-12,9565,4726
30/01/2024 11:30,3167,13778,1347,628,3702,54,0,26,9283,4726
30/01/2024 12:00,3165,13935,1356,626,3705,54,0,310,8628,4990
30/01/2024 12:30,3165,14310,1362,625,3706,54,0,18,8437,5010
30/01/2024 13:00,3164,14387,1360,626,3701,54,0,254,8442,4042
30/01/2024 13:30,3155,14271,1360,626,3701,54,0,422,8412,4050
30/01/2024 14:00,3152,13971,1363,623,3701,53,0,212,8626,4446
30/01/2024 14:30,3157,14223,1360,614,3706,83,0,184,8149,4574
30/01/2024 15:00,3163,14029,1361,642,3697,99,0,808,7823,5046
30/01/2024 15:30,3163,14227,1362,669,3695,98,0,1222,7826,5034
30/01/2024 16:00,3163,15216,1377,841,3699,99,0,1578,7604,4550
30/01/2024 16:30,3165,16149,1377,888,3702,99,0,1606,7238,4556
30/01/2024 17:00,3164,16508,1375,954,3697,98,0,1640,7193,4268
30/01/2024 17:30,3167,16634,1360,958,3693,97,0,1616,7008,5084
30/01/2024 18:00,3159,16720,1360,956,3696,96,0,1672,6626,5044
30/01/2024 18:30,3153,16827,1358,903,3698,96,0,1770,6483,5216
30/01/2024 19:00,3164,16721,1359,876,3696,96,0,1044,6415,5946
30/01/2024 19:30,3166,16269,1360,870,3699,96,0,626,6509,5972
30/01/2024 20:00,3167,16684,1360,856,3698,96,0,452,6622,4254
30/01/2024 20:30,3166,15293,1360,852,3705,164,0,324,6700,4120
30/01/2024 21:00,3163,13635,1359,770,3706,225,0,326,7217,3428
30/01/2024 21:30,3161,12376,1361,663,3711,158,0,214,7247,3336
30/01/2024 22:00,3164,11660,1360,676,3720,51,0,114,7214,2046
30/01/2024 22:30,3162,9495,1361,619,3718,51,0,34,7688,2128
30/01/2024 23:00,3150,7274,1304,585,3719,51,0,-14,7592,2756
30/01/2024 23:30,3156,6649,1302,586,3719,51,0,-20,7049,2904
31/01/2024 00:00,3149,6194,1361,587,3710,52,0,-314,7009,3560
31/01/2024 00:30,3160,6613,1361,586,3713,53,0,-892,7207,3798
31/01/2024 01:00,3159,6853,1358,586,3708,52,0,-1482,7248,3660
31/01/2024 01:30,3160,6176,1359,585,3708,53,0,-1606,7371,3588
31/01/2024 02:00,3161,6496,1362,585,3717,52,0,-1852,7463,2754
31/01/2024 02:30,3160,5951,1306,584,3718,52,0,-1730,7964,2648
31/01/2024 03:00,3163,6268,1260,585,3719,52,0,-1716,8175,1604
31/01/2024 03:30,3162,5993,1257,584,3721,51,0,-1770,8432,1468
31/01/2024 04:00,3151,7102,1042,585,3719,51,0,-1816,8687,-316
31/01/2024 04:30,3166,6843,1171,585,3726,50,0,-1812,8908,-438
31/01/2024 05:00,3165,6734,1229,584,3723,51,0,-1170,9519,-1094
31/01/2024 05:30,3163,7094,1218,592,3725,50,0,-966,10010,-1148
31/01/2024 06:00,3165,8188,1195,639,3724,50,0,-334,10509,-1094
31/01/2024 06:30,3162,10359,1343,652,3718,50,0,-296,11156,-1156
31/01/2024 07:00,3160,11952,1355,665,3719,50,0,128,11728,-384
31/01/2024 07:30,3162,12833,1330,653,3722,50,0,14,12411,-390
31/01/2024 08:00,3161,13171,1360,652,3714,50,0,16,12836,186
31/01/2024 08:30,3160,13035,1239,632,3719,50,0,-114,13321,340
31/01/2024 09:00,3164,12230,1196,623,3710,50,0,-244,13747,1408
31/01/2024 09:30,3164,11754,1358,629,3708,50,0,70,13602,1366
31/01/2024 10:00,3163,11765,1362,604,3706,50,0,56,14183,1128
31/01/2024 10:30,3162,11694,1358,601,3704,51,0,290,14245,1152
31/01/2024 11:00,3158,10445,1361,603,3706,51,0,68,14352,2274
31/01/2024 11:30,3158,9943,1331,608,3702,51,0,212,14739,2444
31/01/2024 12:00,3160,9397,1165,585,3707,51,0,286,15177,3228
31/01/2024 12:30,3166,9043,1235,581,3712,51,0,238,15701,3156
31/01/2024 13:00,3162,9543,1348,582,3713,51,0,190,15997,1932
31/01/2024 13:30,3141,9649,1347,577,3717,51,0,-14,15868,1858
31/01/2024 14:00,3154,9559,1224,596,3715,51,0,154,15818,1486
31/01/2024 14:30,3142,9329,1197,621,3718,51,0,38,15691,1354
31/01/2024 15:00,3145,9269,885,652,3718,51,0,522,15911,1400
31/01/2024 15:30,3150,9289,1039,650,3722,51,0,1154,15865,1256
31/01/2024 16:00,3153,9553,1248,646,3720,51,0,1168,15762,1492
31/01/2024 16:30,3154,10187,1359,642,3718,51,0,1388,15544,1434
31/01/2024 17:00,3147,10432,1328,804,3718,51,0,1576,15683,1738
31/01/2024 17:30,3151,9834,1339,847,3716,51,0,1754,15654,1504
31/01/2024 18:00,3153,10278,1361,839,3722,51,0,1692,15411,1240
31/01/2024 18:30,3161,9962,1356,780,3719,51,0,1508,15736,1318
31/01/2024 19:00,3163,8430,1351,745,3718,51,0,514,15812,3722
31/01/2024 19:30,3160,7404,1342,742,3720,50,0,302,15661,3898
31/01/2024 20:00,3153,5920,1265,616,3721,51,0,14,15684,4906
31/01/2024 20:30,3149,4950,977,581,3720,51,0,-16,15827,4940
31/01/2024 21:00,3156,4238,729,687,3720,50,0,8,15757,4274
31/01/2024 21:30,2969,3095,664,575,3723,51,0,-14,15719,4220
31/01/2024 22:00,2549,2835,348,521,3713,50,0,94,15490,3426
31/01/2024 22:30,1872,2937,243,541,3707,50,0,-264,14908,3408
31/01/2024 23:00,1517,2924,279,548,3710,50,0,-1466,14595,3848
31/01/2024 23:30,1194,2963,260,549,3710,50,0,-1932,14355,3906
01/02/2024 00:00,1186,2864,231,553,3712,50,0,-1928,14307,4742
01/02/2024 00:30,1175,2902,230,541,3710,50,0,-1926,14257,4766
01/02/2024 01:00,1187,2843,229,529,3707,50,0,-1904,13888,4818
01/02/2024 01:30,1186,2775,230,508,3709,50,0,-1982,13789,4792
01/02/2024 02:00,1224,3030,244,507,3704,23,0,-2028,13579,4102
01/02/2024 02:30,1213,2941,256,509,3709,0,0,-2020,13658,4084
01/02/2024 03:00,1213,2725,229,538,3709,0,0,-1992,13253,4006
01/02/2024 03:30,1221,2725,230,541,3711,0,0,-1844,12650,4016
01/02/2024 04:00,1236,2874,229,540,3709,1,0,-1486,12297,3470
01/02/2024 04:30,1210,2836,229,540,3711,0,0,-1144,12346,3430
01/02/2024 05:00,1332,3229,230,545,3711,1,0,-134,12410,2356
01/02/2024 05:30,1802,4238,267,544,3714,1,0,136,12151,2258
01/02/2024 06:00,2371,6865,445,594,3712,1,0,158,11765,1730
01/02/2024 06:30,2847,9132,703,679,3713,1,0,178,11626,1710
01/02/2024 07:00,3111,11610,942,816,3708,1,0,500,11272,1876
01/02/2024 07:30,3145,12179,1155,843,3707,1,0,626,10820,1858
01/02/2024 08:00,3166,11289,1306,844,3706,1,0,712,10611,4468
01/02/2024 08:30,3147,11784,1132,850,3708,1,0,558,10774,4634
01/02/2024 09:00,3157,11149,713,830,3703,1,0,432,11028,6024
01/02/2024 09:30,3154,10947,720,764,3708,1,0,380,10661,6056
01/02/2024 10:00,3146,10750,979,721,3711,1,0,112,10568,5580
01/02/2024 10:30,3153,9815,954,668,3712,1,0,104,10505,5570
01/02/2024 11:00,3151,9510,940,650,3711,1,0,96,10269,5828
01/02/2024 11:30,3151,8842,965,650,3711,1,0,52,10611,5814
01/02/2024 12:00,2100,6257,695,444,2472,1,0,58,7051,3574
01/02/2024 12:30,3137,8776,1259,612,3714,1,0,100,10723,5188
01/02/2024 13:00,3145,9409,1268,606,3715,1,0,100,10800,3968
01/02/2024 13:30,3159,9514,1232,609,3709,2,0,22,10645,3956
01/02/2024 14:00,3155,10355,1352,610,3711,7,0,246,10200,3464
01/02/2024 14:30,3163,10716,1353,613,3710,74,0,50,10237,3586
01/02/2024 15:00,3166,10637,1329,637,3713,14,0,870,10799,3468
01/02/2024 15:30,3167,11643,1348,646,3713,2,0,1400,10939,3364
01/02/2024 16:00,3162,12712,1338,830,3716,1,0,1338,10880,3372
01/02/2024 16:30,3156,13234,1356,856,3713,0,0,1412,11102,3442
01/02/2024 17:00,3164,14037,1360,909,3705,0,0,1628,10703,2640
01/02/2024 17:30,3158,14580,1331,920,3712,0,0,1540,11179,2430
01/02/2024 18:00,3162,13986,1195,922,3705,0,0,1450,11551,3034
01/02/2024 18:30,3161,13994,1152,778,3707,0,0,1410,11530,3104
01/02/2024 19:00,3162,13056,1243,754,3703,0,0,1092,11495,3854
01/02/2024 19:30,3164,12118,1327,766,3702,0,0,942,11309,3964
01/02/2024 20:00,3159,10922,1317,703,3708,0,0,306,11972,3710
01/02/2024 20:30,3157,9607,1178,641,3706,0,0,34,12485,3622
01/02/2024 21:00,3108,8288,705,648,3702,0,0,46,12832,3176
01/02/2024 21:30,3109,6909,344,649,3712,1,0,16,12888,3088
01/02/2024 22:00,3107,5446,231,630,3720,1,0,96,12752,2608
01/02/2024 22:30,2410,4833,230,610,3722,1,0,0,12581,2544
01/02/2024 23:00,1510,3973,231,566,3726,1,0,-24,12777,2512
01/02/2024 23:30,1186,3488,230,562,3720,1,0,-82,13010,2584
02/02/2024 00:00,1208,3498,230,561,3720,1,0,-920,12981,2930
02/02/2024 00:30,1207,3803,230,560,3722,0,0,-1232,12894,3096
02/02/2024 01:00,1196,3363,230,561,3721,0,0,-1444,13434,2938
02/02/2024 01:30,1203,3221,230,563,3722,0,0,-1722,13783,2978
02/02/2024 02:00,1186,3961,332,571,3721,0,0,-1858,14005,940
02/02/2024 02:30,1184,3733,340,573,3725,0,0,-1848,14066,836
02/02/2024 03:00,1238,3699,275,570,3722,0,0,-1814,13874,560
02/02/2024 03:30,1183,3809,278,570,3733,0,0,-1840,13874,518
02/02/2024 04:00,1186,3797,329,570,3730,1,0,-1820,14144,-486
02/02/2024 04:30,1183,3699,298,569,3729,1,0,-1814,14260,-436
02/02/2024 05:00,1196,3218,232,570,3727,1,0,-1464,14038,700
02/02/2024 05:30,1190,3588,258,569,3724,2,0,-940,13822,800
02/02/2024 06:00,1728,4914,404,609,3726,2,0,-44,13807,324
02/02/2024 06:30,2571,5883,481,645,3722,0,0,138,13805,258
02/02/2024 07:00,2911,6256,663,680,3724,0,0,140,14121,2364
02/02/2024 07:30,3123,6230,819,677,3725,0,0,436,14360,2396
02/02/2024 08:00,3157,5340,736,679,3716,1,0,774,14187,4824
02/02/2024 08:30,3151,5356,699,689,3718,1,0,556,14290,5112
02/02/2024 09:00,3149,5267,543,726,3717,1,0,192,14334,6044
02/02/2024 09:30,3151,4519,337,851,3714,1,0,32,14885,6158
02/02/2024 10:00,3157,4239,230,717,3711,1,0,172,15074,6376
02/02/2024 10:30,3155,4102,229,686,3716,1,0,58,14980,6504
02/02/2024 11:00,3134,3458,229,684,3724,1,0,-8,14982,7232
02/02/2024 11:30,3042,3550,229,684,3722,1,0,-10,14967,7086
02/02/2024 12:00,2848,3360,229,676,3730,1,0,-10,15067,6876
02/02/2024 12:30,2775,2422,230,672,3726,1,0,-10,15113,6900
02/02/2024 13:00,2798,2296,230,676,3724,0,0,-10,15050,6538
02/02/2024 13:30,2773,2281,230,676,3744,1,0,-10,14985,6518
02/02/2024 14:00,2828,2672,230,676,3751,0,0,-10,14938,5748
02/02/2024 14:30,2773,2649,229,676,3744,0,0,142,14808,5628
02/02/2024 15:00,2769,2241,230,732,3752,0,0,894,14805,5874
02/02/2024 15:30,2778,2499,231,800,3747,1,0,1338,14769,5830
02/02/2024 16:00,2808,2717,229,851,3749,0,0,1268,14835,6670
02/02/2024 16:30,3073,3790,230,799,3749,0,0,1198,14920,6610
02/02/2024 17:00,3142,4215,229,833,3746,0,0,1286,14912,6798
02/02/2024 17:30,3156,4417,229,835,3737,0,0,1342,14924,6630
02/02/2024 18:00,3152,4368,228,847,3738,0,0,1342,14934,6322
02/02/2024 18:30,3153,3906,230,825,3735,1,0,1448,14972,6326
02/02/2024 19:00,3161,3564,234,759,3732,0,0,1080,14860,6652
02/02/2024 19:30,3155,3475,230,746,3737,0,0,432,14663,6682
02/02/2024 20:00,3094,3593,235,683,3733,0,0,76,14609,5732
02/02/2024 20:30,2632,3316,245,668,3741,0,0,-10,14470,5538
02/02/2024 21:00,2101,4008,325,662,3739,0,0,38,14207,3548
02/02/2024 21:30,1797,3518,276,662,3741,0,0,36,14106,3300
02/02/2024 22:00,1712,3653,280,645,3752,0,0,-10,14255,1554
02/02/2024 22:30,1299,2996,236,643,3751,1,0,30,14172,1456
02/02/2024 23:00,1150,2817,229,634,3757,0,0,-94,14176,432
02/02/2024 23:30,1155,3070,230,632,3757,0,0,-1014,13999,280
03/02/2024 00:00,1155,3062,229,632,3759,0,0,-1120,13601,898
03/02/2024 00:30,1148,3394,229,632,3757,0,0,-1296,13547,1036
03/02/2024 01:00,1149,3312,229,632,3759,0,0,-1294,13647,614
03/02/2024 01:30,1149,3352,230,632,3753,0,0,-1552,13499,564
03/02/2024 02:00,1315,3683,229,632,3748,0,0,-1658,13603,-664
03/02/2024 02:30,1377,3531,229,632,3750,0,0,-1658,13656,-794
03/02/2024 03:00,1393,3757,229,632,3753,0,0,-1784,13943,-1286
03/02/2024 03:30,1349,3449,229,633,3755,0,0,-1788,13978,-1350
03/02/2024 04:00,1355,3638,230,633,3752,0,0,-1930,13925,-1964
03/02/2024 04:30,1168,3194,230,634,3754,0,0,-1920,14125,-1952
03/02/2024 05:00,1134,2966,230,634,3753,0,0,-1740,13801,-1762
03/02/2024 05:30,1143,3176,229,638,3749,0,0,-1618,13603,-1690
03/02/2024 06:00,1138,3063,229,791,3753,0,0,-896,13326,-920
03/02/2024 06:30,1163,2992,230,755,3754,0,0,4,13054,-832
03/02/2024 07:00,1232,3654,248,743,3752,0,0,90,13276,-78
03/02/2024 07:30,1241,4268,317,731,3758,0,0,-20,13256,114
03/02/2024 08:00,1189,3575,256,731,3755,0,0,88,13167,2916
03/02/2024 08:30,1171,3873,255,732,3758,0,0,-20,13240,3128
03/02/2024 09:00,1183,3330,229,742,3758,0,0,-50,13429,5612
03/02/2024 09:30,1179,3423,229,741,3760,0,0,-10,13157,5730
03/02/2024 10:00,1141,2973,230,741,3758,0,0,-10,13296,6174
03/02/2024 10:30,1374,2613,229,742,3752,0,0,-10,13319,6190
03/02/2024 11:00,1494,2680,229,733,3753,0,0,-10,13143,6190
03/02/2024 11:30,1472,2981,177,731,3754,0,0,2,12933,6188
03/02/2024 12:00,1460,3505,0,726,3758,0,0,10,12931,6188
03/02/2024 12:30,1395,3486,0,725,3755,0,0,-10,13011,6188
03/02/2024 13:00,1474,3636,0,707,3752,0,0,60,12614,6190
03/02/2024 13:30,1560,3638,0,707,3754,0,0,-10,12844,6190
03/02/2024 14:00,1499,3627,0,706,3752,0,0,-14,13015,6012
03/02/2024 14:30,1358,3464,0,706,3754,0,0,266,12886,6016
03/02/2024 15:00,1258,3158,0,706,3758,0,0,1324,13232,5808
03/02/2024 15:30,1440,3767,0,712,3753,0,0,1498,12992,5810
03/02/2024 16:00,1656,4520,0,735,3758,0,0,1498,13184,5422
03/02/2024 16:30,1817,4834,0,749,3762,27,0,1420,13467,5416
03/02/2024 17:00,1838,5082,0,815,3752,7,0,1532,13410,6216
03/02/2024 17:30,1822,5687,0,830,3762,0,0,1572,13652,6254
03/02/2024 18:00,1823,5785,0,841,3757,0,0,1572,13858,5954
03/02/2024 18:30,1826,5533,0,837,3754,0,0,1522,13788,5936
03/02/2024 19:00,1829,5327,0,832,3750,0,0,904,13783,5682
03/02/2024 19:30,1824,4389,0,836,3756,0,0,864,13787,5622
03/02/2024 20:00,1835,4557,0,806,3751,0,0,644,13761,4550
03/02/2024 20:30,1699,4241,0,787,3752,0,0,502,13320,4472
03/02/2024 21:00,1588,4676,0,832,3757,0,0,190,13122,3342
03/02/2024 21:30,1468,4286,0,745,3758,0,0,-10,13442,3206
03/02/2024 22:00,1590,4186,83,749,3758,0,0,-8,13887,1314
03/02/2024 22:30,1401,3332,244,749,3762,0,0,-22,13614,1252
03/02/2024 23:00,1274,3131,229,748,3764,0,0,-810,13357,588
03/02/2024 23:30,1169,3000,229,704,3772,0,0,-1190,13515,590
04/02/2024 00:00,1181,2995,230,696,3772,1,0,-1188,13495,554
04/02/2024 00:30,1204,3156,231,695,3772,0,0,-992,13460,508
04/02/2024 01:00,1419,3409,314,693,3755,0,0,-1102,13157,-178
04/02/2024 01:30,1449,3412,436,696,3771,0,0,-1558,12978,-220
04/02/2024 02:00,1418,3155,399,696,3770,0,0,-1706,13342,-740
04/02/2024 02:30,1240,3160,355,697,3765,1,0,-1548,13784,-1106
04/02/2024 03:00,1290,3371,366,696,3765,0,0,-1854,14019,-2224
04/02/2024 03:30,1268,3178,308,698,3758,0,0,-1828,14160,-2266
04/02/2024 04:00,1384,3105,273,698,3765,0,0,-1892,14388,-2816
04/02/2024 04:30,1297,3026,237,699,3757,0,0,-1956,14343,-2868
04/02/2024 05:00,1359,3173,289,699,3758,0,0,-1948,14536,-3366
04/02/2024 05:30,1379,3161,305,701,3761,0,0,-1940,14566,-3346
04/02/2024 06:00,1385,3422,365,736,3754,0,0,-1916,14588,-3372
04/02/2024 06:30,1636,3469,365,779,3757,0,0,-1854,14463,-3196
04/02/2024 07:00,1619,3666,377,780,3757,0,0,-1840,14385,-2222
04/02/2024 07:30,1565,4086,445,782,3761,0,0,-1388,14142,-1962
04/02/2024 08:00,1569,4061,270,822,3761,0,0,-1160,13974,-150
04/02/2024 08:30,1665,4347,347,823,3762,0,0,-604,13862,90
04/02/2024 09:00,1590,3748,271,836,3768,0,0,-352,13812,2514
04/02/2024 09:30,1595,3860,341,842,3762,0,0,-244,14008,2500
04/02/2024 10:00,1433,3492,237,846,3766,0,0,-114,14316,3568
04/02/2024 10:30,1429,3368,229,828,3763,0,0,-120,14515,3554
04/02/2024 11:00,1450,2820,240,827,3761,0,0,-28,14836,4300
04/02/2024 11:30,1365,2652,230,831,3765,0,0,-18,15306,4480
04/02/2024 12:00,1180,2114,184,799,3758,0,0,-122,15361,5770
04/02/2024 12:30,1183,1912,0,796,3759,0,0,-22,15436,5868
04/02/2024 13:00,1199,2251,0,804,3757,0,0,16,15411,5484
04/02/2024 13:30,1252,2295,0,811,3757,0,0,26,15388,5314
04/02/2024 14:00,1404,2380,0,813,3755,0,0,32,15366,5068
04/02/2024 14:30,1499,2522,0,791,3758,0,0,34,15389,5122
04/02/2024 15:00,1648,2573,0,791,3760,0,0,532,15303,5044
04/02/2024 15:30,1751,2610,0,820,3762,0,0,834,15173,5096
04/02/2024 16:00,1703,2572,0,833,3763,0,0,888,14963,6190
04/02/2024 16:30,1826,2861,0,827,3762,4,0,1504,15022,6228
04/02/2024 17:00,1830,3296,0,867,3769,48,0,1628,15159,6344
04/02/2024 17:30,1815,3565,0,878,3771,178,0,1564,15256,6218
04/02/2024 18:00,1835,3285,0,878,3768,125,0,1560,15237,6094
04/02/2024 18:30,1837,3206,0,864,3768,43,0,1796,15008,6068
04/02/2024 19:00,1837,3039,0,838,3762,0,0,1088,14847,6166
04/02/2024 19:30,1720,2916,0,826,3766,0,0,490,14774,6238
04/02/2024 20:00,1517,2743,0,802,3764,0,0,214,14861,5928
04/02/2024 20:30,1223,2475,0,788,3771,0,0,-68,14974,5766
04/02/2024 21:00,1147,2547,0,816,3762,0,0,-364,15019,4612
04/02/2024 21:30,1137,2631,0,835,3764,0,0,-1164,14797,4378
04/02/2024 22:00,1144,2742,0,833,3763,0,0,-868,14724,2122
04/02/2024 22:30,1146,2776,98,813,3771,0,0,-1136,14335,1760
04/02/2024 23:00,1225,2870,231,820,3773,0,0,-898,14351,-568
04/02/2024 23:30,1146,2788,230,821,3779,0,0,-756,14158,-700
05/02/2024 00:00,1147,2879,229,835,3777,0,0,-1006,13917,-452
05/02/2024 00:30,1154,2960,229,832,3775,0,0,-644,13799,-472
05/02/2024 01:00,1150,2973,230,815,3774,0,0,-888,13857,-764
05/02/2024 01:30,1142,2959,230,803,3775,0,0,-1054,13791,-818
05/02/2024 02:00,1143,2956,230,802,3773,0,0,-1306,13661,-814
05/02/2024 02:30,1143,2953,230,788,3775,0,0,-1318,13587,-830
05/02/2024 03:00,1187,3014,230,778,3765,0,0,-1294,13638,-1820
05/02/2024 03:30,1142,2957,229,778,3771,0,0,-1294,13552,-1848
05/02/2024 04:00,1174,2988,230,782,3764,0,0,-1094,13424,-2512
05/02/2024 04:30,1153,2997,236,796,3774,0,0,-712,13295,-2438
05/02/2024 05:00,1443,3076,360,797,3768,1,0,-48,13407,-3208
05/02/2024 05:30,1751,3238,451,803,3768,0,0,82,13492,-2864
05/02/2024 06:00,1575,3066,266,775,3774,0,0,88,13210,1088
05/02/2024 06:30,2296,4061,336,770,3769,0,0,30,13406,1444
05/02/2024 07:00,2912,4509,438,791,3771,0,0,118,13976,3032
05/02/2024 07:30,3098,4784,480,776,3780,0,0,54,14284,3256
05/02/2024 08:00,3127,4327,479,790,3773,0,0,64,14466,5226
05/02/2024 08:30,3115,4018,479,787,3783,0,0,158,14665,5368
05/02/2024 09:00,3008,3853,438,778,3772,0,0,250,14796,6528
05/02/2024 09:30,3127,3957,419,753,3775,0,0,188,14735,6564
05/02/2024 10:00,3111,3954,320,830,3780,0,0,240,14799,6460
05/02/2024 10:30,3098,3402,435,903,3772,0,0,236,14881,6444
05/02/2024 11:00,2927,3230,480,816,3769,0,0,236,15037,6388
05/02/2024 11:30,2796,3253,480,829,3764,0,0,290,15049,6424
05/02/2024 12:00,2888,3267,480,854,3761,0,0,328,15070,6462
