GMT Time,MEL Below PN - Fuel - CCGT - GB (MW),MEL Below PN - Fuel - Nuclear - GB (MW),MEL Below PN - Fuel - Coal - GB (MW),MEL Below PN - Fuel - Biomass - GB (MW),MEL Below PN - Fuel - Pumped Storage - GB (MW),MEL Below PN - Fuel - Interconnectors - GB (MW)
06/01/2024 12:30,-9.2,-297.77,0,-418.33,0,0
06/01/2024 13:00,-91.33,-311.77,0,-426.25,0,0
06/01/2024 13:30,-7.33,-325.77,0,-439,0,0
06/01/2024 14:00,-14.07,-372.77,0,-430.78,0,0
06/01/2024 14:30,-21.97,-386.77,0,-422,0,0
06/01/2024 15:00,-15.08,-614,0,-345.58,0,0
06/01/2024 15:30,-3.7,-614,0,-292,0,0
06/01/2024 16:00,-4,-614,0,-292,0,0
06/01/2024 16:30,-7.27,-18,0,-309.5,0,0
06/01/2024 17:00,-11.5,-18,0,-307,0,0
06/01/2024 17:30,-17.12,-18,0,-307,0,0
06/01/2024 18:00,-86.99,-18,0,-307,0,0
06/01/2024 18:30,-19.83,-18,0,-307,0,0
06/01/2024 19:00,-4,-18,0,-307,0,0
06/01/2024 19:30,-2.4,-18,0,-304.8,0,0
06/01/2024 20:00,0,-18,0,-329.5,0,0
06/01/2024 20:30,0,-18,0,-349,0,0
06/01/2024 21:00,-0.03,-18,0,-349,0,0
06/01/2024 21:30,-0.97,-18,0,-349,0,0
06/01/2024 22:00,0,-18,0,-308.83,0,0
06/01/2024 22:30,0,-18,0,-304,0,0
06/01/2024 23:00,0,-18,0,-304,0,0
06/01/2024 23:30,0,-18,0,-297.93,0,0
07/01/2024 00:00,-1,-18,0,-297,0,0
07/01/2024 00:30,0,-18.5,0,-297,0,0
07/01/2024 01:00,0,-24,0,-297,0,0
07/01/2024 01:30,0,-20.7,0,-297,0,0
07/01/2024 02:00,0,-18,0,-320.75,0,0
07/01/2024 02:30,0,-18,0,-342,0,0
07/01/2024 03:00,0,-18,0,-432,0,0
07/01/2024 03:30,0,-18,0,-442,0,0
07/01/2024 04:00,0,-18,0,-423,0,0
07/01/2024 04:30,0,-18,0,-292,0,0
07/01/2024 05:00,-2,-10,0,-292,0,0
07/01/2024 05:30,-1,-10,0,-292,0,0
07/01/2024 06:00,-1,-10,0,-292,0,0
07/01/2024 06:30,-1,-10,0,-292,0,0
07/01/2024 07:00,-1,-10,0,-292,0,0
07/01/2024 07:30,-187.57,-10,0,-292,0,0
07/01/2024 08:00,-385,-10,0,-292,0,0
07/01/2024 08:30,-385,-10,0,-292,0,0
07/01/2024 09:00,-385,-10,0,-292,0,0
07/01/2024 09:30,-386,-10,0,-292,0,0
07/01/2024 10:00,-2,-10,0,-292,0,0
07/01/2024 10:30,-1.03,-10,0,-317.08,0,0
07/01/2024 11:00,-1.03,-10,0,-327,0,0
07/01/2024 11:30,-1,-10,0,-327.34,0,0
07/01/2024 12:00,-6.03,-10,0,-347,0,0
07/01/2024 12:30,-14.07,-10,0,-347,0,0
07/01/2024 13:00,-12.17,-10,0,-314.67,0,0
07/01/2024 13:30,-10.2,-10,0,-216.16,0,0
07/01/2024 14:00,-283.74,-10,0,-172,0,0
07/01/2024 14:30,-133.55,-10,0,-172,0,0
07/01/2024 15:00,-148.58,-10,0,-144,0,0
07/01/2024 15:30,-240,-10,0,-136.66,0,0
07/01/2024 16:00,-248.37,-10,0,-90.66,0,0
07/01/2024 16:30,-240,-10,0,-62,0,0
07/01/2024 17:00,-185.39,-10,0,-53,0,0
07/01/2024 17:30,-30.2,-10,0,-52,0,0
07/01/2024 18:00,-6,-10,0,-52,0,0
07/01/2024 18:30,-5.6,-10,0,-52,0,0
07/01/2024 19:00,-8.97,-10,0,-52,0,0
07/01/2024 19:30,-4,-10,-18,-52,0,0
07/01/2024 20:00,-2.99,-10,-60,-52,0,0
07/01/2024 20:30,-4,-10,0,-63.92,0,0
07/01/2024 21:00,-4,-10,0,-117,0,0
07/01/2024 21:30,-3.52,-10,0,-117,0,0
07/01/2024 22:00,-4.9,-10,0,-74.83,0,0
07/01/2024 22:30,-3,-10,0,-52,0,0
07/01/2024 23:00,-4.03,-10,0,-52,0,0
07/01/2024 23:30,-15.33,-10,0,-52,0,0
08/01/2024 00:00,-24.42,-10,0,-52,0,0
08/01/2024 00:30,-30.9,-10,0,-52,0,0
08/01/2024 01:00,-3,-10,0,-52,0,0
08/01/2024 01:30,-3,-10,0,-52,0,0
08/01/2024 02:00,-3.52,-10,0,-52,0,0
08/01/2024 02:30,-3,-16.77,0,-52,0,0
08/01/2024 03:00,-1,-31.25,0,-52,0,0
08/01/2024 03:30,-1,-45.77,0,-52,0,0
08/01/2024 04:00,-1,-60.25,0,-52,0,0
08/01/2024 04:30,-218.53,-74.77,0,-52,0,0
08/01/2024 05:00,-285,-89.25,0,-52,0,0
08/01/2024 05:30,-286.87,-103.77,0,-197.34,0,0
08/01/2024 06:00,-299,-118.25,0,-547,0,0
08/01/2024 06:30,-299,-132.77,0,-448.59,0,0
08/01/2024 07:00,-313.99,-147.25,0,-130.1,0,0
08/01/2024 07:30,-341.72,-161.77,0,-55,0,0
08/01/2024 08:00,-343.04,-176.25,0,-69,0,0
08/01/2024 08:30,-320.44,-190.77,0,-77,0,0
08/01/2024 09:00,-103.65,-205.25,0,-77,0,0
08/01/2024 09:30,-27.09,-219.77,0,-77,0,0
08/01/2024 10:00,-26.55,-234.25,0,-70.67,0,0
08/01/2024 10:30,-25.9,-235.43,0,-67,0,0
08/01/2024 11:00,-15.58,-233,0,-81.5,0,0
08/01/2024 11:30,-15.62,-233,0,-111.5,0,0
08/01/2024 12:00,-25.03,-233,0,-130.13,0,0
08/01/2024 12:30,-23,-233,0,-148.5,0,0
08/01/2024 13:00,-23.54,-233,0,-172.2,0,0
08/01/2024 13:30,-13.49,-233,0,-231.42,0,0
08/01/2024 14:00,-13.3,-233,0,-234.67,0,0
08/01/2024 14:30,-39.92,-233,0,-206.33,0,0
08/01/2024 15:00,-56.62,-233,0,-189,0,0
08/01/2024 15:30,-11.57,-233,0,-187.33,0,0
08/01/2024 16:00,-12,-233,0,-180.03,0,0
08/01/2024 16:30,-12.48,-233,0,-174,0,0
08/01/2024 17:00,-11,-233,0,-174,0,0
08/01/2024 17:30,-13,-233,0,-174,0,0
08/01/2024 18:00,-12.69,-233,0,-174,0,0
08/01/2024 18:30,-14.99,-233,0,-149.83,0,0
08/01/2024 19:00,-11.55,-233,0,-149.83,0,0
08/01/2024 19:30,-11.1,-233,0,-111.92,0,0
08/01/2024 20:00,-19.03,-233,0,-86.92,0,0
08/01/2024 20:30,-19.17,-233,0,-61.92,0,0
08/01/2024 21:00,-18,-233,0,-60.63,0,0
08/01/2024 21:30,-8,-233,0,-59.13,0,0
08/01/2024 22:00,-8.52,-233,0,-53.8,0,0
08/01/2024 22:30,-8.48,-233,0,-55.8,0,0
08/01/2024 23:00,-23.55,-233,0,-54,0,0
08/01/2024 23:30,-23,-233,0,-155.33,0,0
09/01/2024 00:00,-3,-233,0,-294,0,0
09/01/2024 00:30,-3,-233,0,-294,0,0
09/01/2024 01:00,-3.48,-233,0,-294,0,0
09/01/2024 01:30,-3.03,-233,0,-294,0,0
09/01/2024 02:00,-3.48,-233,0,-294,0,0
09/01/2024 02:30,-3.03,-233,0,-294,0,0
09/01/2024 03:00,-3,-233,0,-294,0,0
09/01/2024 03:30,-25,-233,0,-294,0,0
09/01/2024 04:00,-7.58,-233,0,-294,0,0
09/01/2024 04:30,-274.05,-233,0,-268.91,0,0
09/01/2024 05:00,-861.57,-233,0,-317.12,0,0
09/01/2024 05:30,-862.48,-233,0,-339,0,0
09/01/2024 06:00,-870.73,-233,0,-264.91,0,0
09/01/2024 06:30,-872.48,-233,0,-294,0,0
09/01/2024 07:00,-897.54,-233,0,-282.97,0,0
09/01/2024 07:30,-36,-233,0,-187.66,0,0
09/01/2024 08:00,-33.5,-233,0,-187.66,0,0
09/01/2024 08:30,-30.33,-233,0,-74,0,0
09/01/2024 09:00,-35.76,-233,0,-74,0,0
09/01/2024 09:30,-21.69,-233,0,-94.63,0,0
09/01/2024 10:00,-15.6,-578,0,-76.9,0,0
09/01/2024 10:30,-14.55,-578,0,-51.07,0,0
09/01/2024 11:00,-15.3,-578,0,-44,0,0
09/01/2024 11:30,-11.55,0,0,-49.17,0,0
09/01/2024 12:00,-23.5,0,0,-54,0,0
09/01/2024 12:30,-27.49,0,0,-54,0,0
09/01/2024 13:00,-26.33,0,0,-44,0,0
09/01/2024 13:30,-26.27,0,0,-44,0,0
09/01/2024 14:00,-24,0,0,-44,0,0
09/01/2024 14:30,-24.52,0,0,-44,0,0
09/01/2024 15:00,-24.27,0,0,-44,0,0
09/01/2024 15:30,-27.51,0,0,-44,0,0
09/01/2024 16:00,-19.52,0,0,-44,0,0
09/01/2024 16:30,-15.69,0,0,-44,0,0
09/01/2024 17:00,-19,0,0,-44,0,0
09/01/2024 17:30,-19.52,0,0,-44,0,0
09/01/2024 18:00,-17.57,0,0,-34.33,0,0
09/01/2024 18:30,-16.14,0,0,-34,0,0
09/01/2024 19:00,-14.03,0,0,-34,0,0
09/01/2024 19:30,-13,0,0,-39,0,0
09/01/2024 20:00,-14.82,0,0,-44,0,0
09/01/2024 20:30,-14,0,0,-44,0,0
09/01/2024 21:00,-14,0,0,-44,0,0
09/01/2024 21:30,-15,0,0,-44,0,0
09/01/2024 22:00,-12.54,0,0,-44,0,0
09/01/2024 22:30,-8,0,0,-44,0,0
09/01/2024 23:00,-5,0,0,-44,0,0
09/01/2024 23:30,-5.52,0,0,-54.8,0,0
10/01/2024 00:00,-5,0,0,-68.3,0,0
10/01/2024 00:30,-5,0,0,-69,0,0
10/01/2024 01:00,-5.03,0,0,-69,0,0
10/01/2024 01:30,-5,0,0,-68.47,0,0
10/01/2024 02:00,-5.87,0,0,-61,0,0
10/01/2024 02:30,-6,0,0,-61,0,0
10/01/2024 03:00,-6.01,0,0,-61,0,0
10/01/2024 03:30,-27.48,0,0,-61,0,0
10/01/2024 04:00,-9.78,0,0,-61,0,0
10/01/2024 04:30,-5.55,0,0,-61,0,0
10/01/2024 05:00,-9.68,0,0,-61,0,0
10/01/2024 05:30,-11.52,0,0,-61,0,0
10/01/2024 06:00,-5.59,0,-71,-61,0,0
10/01/2024 06:30,-8.55,0,-67.92,-61,0,0
10/01/2024 07:00,-22.13,0,0,-61,0,0
10/01/2024 07:30,-21.52,0,0,-61,0,0
10/01/2024 08:00,-103.96,0,0,-59.13,0,0
10/01/2024 08:30,-261.03,0,0,-54,0,0
10/01/2024 09:00,-260,0,0,-54,0,0
10/01/2024 09:30,-265.97,0,0,-54,0,0
10/01/2024 10:00,-259.27,0,0,-54,0,0
10/01/2024 10:30,-26.04,0,0,-54,0,0
10/01/2024 11:00,-29.59,0,0,-54,0,0
10/01/2024 11:30,-18.53,0,0,-54,0,0
10/01/2024 12:00,-22.84,0,0,-54,0,0
10/01/2024 12:30,-22.52,0,0,-59,0,0
10/01/2024 13:00,-26.23,0,0,-59,0,0
10/01/2024 13:30,-30.5,0,0,-59,0,0
10/01/2024 14:00,-30,0,0,-59,0,0
10/01/2024 14:30,-6,0,0,-59,0,0
10/01/2024 15:00,-15.6,0,0,-59,0,0
10/01/2024 15:30,-22,0,0,-59,0,0
10/01/2024 16:00,-6.6,0,0,-59,0,0
10/01/2024 16:30,-10.52,0,0,-59,0,0
10/01/2024 17:00,-9.93,0,0,-59,0,0
10/01/2024 17:30,-15.05,0,0,-59,0,0
10/01/2024 18:00,-21.95,0,0,-59,0,0
10/01/2024 18:30,-21.03,0,0,-212.21,0,0
10/01/2024 19:00,-7.82,0,0,-1132.24,0,0
10/01/2024 19:30,-6.53,0,0,-916.2,0,0
10/01/2024 20:00,-9,0,0,-475.25,0,0
10/01/2024 20:30,-9,0,0,-104,0,0
10/01/2024 21:00,-7,0,0,-104,0,0
10/01/2024 21:30,-9.37,0,0,-104,0,0
10/01/2024 22:00,-7.52,0,0,-104,0,0
10/01/2024 22:30,-6.52,0,0,-104,0,0
10/01/2024 23:00,-11.67,0,0,-104,0,0
10/01/2024 23:30,-9.8,0,0,-104,0,0
11/01/2024 00:00,-13.47,0,0,-110.54,0,0
11/01/2024 00:30,-16.05,0,0,-184.63,0,0
11/01/2024 01:00,-11.52,0,0,-69,0,0
11/01/2024 01:30,-6.72,0,0,-59,0,0
11/01/2024 02:00,-6.52,0,0,-59,0,0
11/01/2024 02:30,-3.1,-1,0,-59,0,0
11/01/2024 03:00,-3,-1,0,-59,0,0
11/01/2024 03:30,-3,-1,0,-59,0,0
11/01/2024 04:00,-3.52,-1,0,-59,0,0
11/01/2024 04:30,-3,-1,0,-59,0,0
11/01/2024 05:00,-7,0,0,-59,0,0
11/01/2024 05:30,-7,0,0,-59,0,0
11/01/2024 06:00,-207.87,0,0,-59,0,0
11/01/2024 06:30,-644.57,0,0,-59,0,0
11/01/2024 07:00,-712.13,0,0,-59,0,0
11/01/2024 07:30,-589.07,0,0,-59,0,0
11/01/2024 08:00,-541.15,0,0,-59,0,0
11/01/2024 08:30,-536.05,0,0,-59,0,0
